,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Outlaw,0.5,11.0%,82.3%,6.6%,128.4
1,Operator,0.7,8.7%,85.8%,5.6%,118.6
2,Vandal,0.7,13.6%,74.9%,11.5%,117.7
3,Guardian,0.6,13.0%,76.9%,10.1%,114.8
4,Phantom,0.7,11.6%,74.6%,13.9%,110.7
5,Odin,0.9,7.3%,68.1%,24.6%,105.4
6,Bulldog,0.6,10.8%,76.1%,13.1%,94.4
7,Ares,0.6,9.1%,70.5%,20.4%,92.4
8,Marshal,0.4,18.4%,75.4%,6.1%,91.2
9,Spectre,0.6,9.9%,74.9%,15.3%,86.9
10,Sheriff,0.5,18.4%,74.0%,7.6%,86
11,Judge,0.6,10.7%,72.0%,17.3%,80.6
12,Ghost,0.6,14.0%,75.8%,10.2%,76.7
13,Stinger,0.5,13.6%,73.1%,13.3%,74.3
14,Bucky,0.4,12.4%,74.3%,13.3%,69.9
15,Frenzy,0.5,12.7%,73.7%,13.6%,61.5
16,Classic,0.4,12.0%,76.3%,11.7%,60.3
17,Shorty,0.4,12.6%,72.5%,14.9%,54.1
