,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.9,10.0%,85.6%,4.3%,133.3
1,Vandal,0.8,31.1%,64.2%,4.7%,129.7
2,Outlaw,0.8,10.9%,85.7%,3.5%,126.9
3,Phantom,0.8,26.5%,68.0%,5.6%,119.8
4,Guardian,0.7,36.0%,60.8%,3.2%,119.3
5,Odin,0.8,12.7%,74.2%,13.1%,105
6,Sheriff,0.5,36.7%,60.6%,2.7%,103.4
7,Marshal,0.6,25.5%,71.3%,3.2%,95.2
8,Bulldog,0.7,27.7%,67.3%,5.1%,93.6
9,Judge,0.6,12.0%,75.0%,13.0%,83.4
10,Stinger,0.5,18.6%,74.7%,6.8%,80.8
11,Ghost,0.8,33.8%,63.0%,3.1%,80.1
12,Spectre,0.7,19.8%,72.6%,7.5%,80
13,Ares,0.6,14.8%,73.6%,11.6%,79.8
14,Shorty,0.7,15.5%,75.4%,9.1%,79.7
15,Bucky,0.5,13.7%,78.0%,8.3%,76.1
16,Classic,0.5,28.9%,67.0%,4.2%,70.2
17,Frenzy,0.6,21.6%,72.6%,5.8%,61.9
