,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.9,10.4%,84.1%,5.5%,134.4
1,Vandal,0.9,30.2%,64.4%,5.4%,128
2,Outlaw,0.9,9.7%,86.1%,4.2%,123.5
3,Phantom,0.8,25.7%,67.7%,6.6%,119.1
4,Guardian,0.7,34.2%,61.7%,4.1%,118.8
5,Sheriff,0.5,34.1%,62.7%,3.2%,102.1
6,Odin,0.8,13.6%,73.2%,13.2%,101.9
7,Marshal,0.7,21.6%,73.7%,4.7%,92.8
8,Bulldog,0.8,27.0%,67.7%,5.3%,92.7
9,Judge,0.7,10.6%,74.4%,15.0%,89.1
10,Shorty,0.8,13.6%,75.4%,11.0%,85.7
11,Stinger,0.6,17.5%,74.4%,8.1%,84.7
12,Bucky,0.6,12.9%,76.9%,10.2%,81.9
13,Ares,0.5,13.3%,69.2%,17.5%,81.5
14,Spectre,0.8,20.6%,71.9%,7.5%,80.2
15,Ghost,0.8,32.9%,63.3%,3.8%,79.3
16,Classic,0.5,27.4%,67.6%,5.0%,71.3
17,Frenzy,0.7,19.9%,72.9%,7.2%,65.3
