,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.9,9.8%,85.4%,4.8%,128.9
1,Vandal,0.8,22.4%,71.4%,6.2%,125.3
2,Outlaw,0.7,13.1%,82.0%,4.9%,123.9
3,Phantom,0.8,19.2%,73.3%,7.4%,118.1
4,Guardian,0.7,26.3%,69.2%,4.5%,113.8
5,Odin,0.9,10.5%,73.4%,16.1%,106.6
6,Sheriff,0.5,27.7%,68.4%,4.0%,94.8
7,Bulldog,0.7,18.7%,73.8%,7.6%,93.1
8,Marshal,0.5,23.2%,72.4%,4.4%,91.8
9,Judge,0.7,11.8%,73.9%,14.3%,86.6
10,Ares,0.6,12.9%,72.8%,14.3%,84.6
11,Spectre,0.7,15.1%,75.0%,9.8%,84.4
12,Stinger,0.6,16.5%,74.8%,8.7%,82.3
13,Ghost,0.8,24.5%,70.7%,4.9%,78.7
14,Bucky,0.5,14.3%,76.1%,9.6%,76.5
15,Shorty,0.5,14.2%,75.0%,10.8%,69.7
16,Classic,0.4,20.9%,72.8%,6.2%,68.3
17,Frenzy,0.6,18.0%,73.6%,8.4%,64.2
