,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.9,11.2%,84.6%,4.2%,136.3
1,Outlaw,0.8,13.3%,82.9%,3.8%,128.4
2,Vandal,0.8,28.7%,66.2%,5.1%,125
3,Guardian,0.7,33.4%,63.3%,3.3%,118.8
4,Phantom,0.8,24.8%,69.1%,6.0%,113.4
5,Sheriff,0.5,32.5%,64.5%,3.0%,100.4
6,Odin,0.8,12.8%,73.7%,13.5%,100.2
7,Marshal,0.6,28.3%,68.8%,2.9%,100
8,Bulldog,0.8,25.7%,69.0%,5.4%,91
9,Judge,0.6,12.6%,73.4%,14.0%,79.6
10,Ares,0.6,16.0%,72.9%,11.2%,79.2
11,Shorty,0.7,16.1%,73.8%,10.0%,78.5
12,Stinger,0.5,18.3%,74.1%,7.6%,78.3
13,Spectre,0.7,19.0%,73.3%,7.8%,77.9
14,Ghost,0.8,30.5%,65.8%,3.7%,76.9
15,Bucky,0.5,14.9%,75.9%,9.2%,72.1
16,Classic,0.4,26.5%,68.9%,4.7%,68.3
17,Frenzy,0.6,20.4%,72.1%,7.4%,63.1
