,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Outlaw,0.5,13.0%,78.3%,8.8%,125.2
1,Vandal,0.7,12.7%,71.2%,16.1%,113
2,Guardian,0.6,11.3%,73.2%,15.5%,113
3,Operator,0.7,10.2%,82.6%,7.2%,113
4,Phantom,0.7,11.0%,70.3%,18.7%,106.3
5,Odin,0.7,7.8%,64.1%,28.1%,100.9
6,Bulldog,0.5,10.1%,72.0%,17.9%,92.3
7,Ares,0.6,9.4%,66.8%,23.8%,89.6
8,Marshal,0.3,18.5%,73.3%,8.2%,89.6
9,Sheriff,0.5,18.8%,70.0%,11.2%,85.5
10,Spectre,0.5,10.2%,71.2%,18.6%,83.6
11,Judge,0.5,9.5%,68.6%,21.8%,75.8
12,Ghost,0.6,12.2%,73.4%,14.4%,73.5
13,Bucky,0.4,11.2%,71.2%,17.6%,65.8
14,Stinger,0.4,12.8%,68.9%,18.3%,65.4
15,Frenzy,0.5,12.7%,70.9%,16.4%,58.8
16,Classic,0.4,11.1%,73.9%,15.0%,56.7
17,Shorty,0.4,12.3%,69.7%,18.0%,51
