,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.1,16.8,15.3,4.4,50.3%,3.1%,237,"757,246"
1,Brimstone,0.95,14.1,14.8,7.9,50.2%,4.1%,203,"1,021,672"
2,Reyna,1.15,17.7,15.4,4.3,50.1%,12.1%,247,"2,978,560"
3,Sage,0.9,13.3,14.8,6.8,50.0%,7.6%,187,"1,871,363"
4,Gekko,0.91,13.7,15,4.9,49.7%,3.4%,190,"848,968"
5,Jett,1.1,17.2,15.7,3.6,49.7%,9.5%,240,"2,354,646"
6,Viper,0.98,14.4,14.6,5,49.6%,4.1%,201,"1,012,938"
7,Cypher,0.99,14.2,14.3,4.7,49.6%,7.6%,196,"1,871,748"
8,Deadlock,0.99,14.6,14.8,4.1,49.6%,1.4%,201,"348,260"
9,Sova,0.97,14.2,14.6,5.2,49.5%,4.8%,200,"1,186,095"
10,Astra,1.03,15,14.6,5.9,49.4%,1.2%,207,"305,597"
11,Killjoy,0.98,14,14.3,3.6,49.2%,4.0%,196,"977,911"
12,Fade,0.93,13.9,15,6.1,49.1%,1.9%,195,"457,734"
13,Raze,1.03,16.2,15.8,4.5,49.1%,6.4%,234,"1,571,980"
14,Chamber,1.09,16.1,14.7,3.1,49.0%,4.2%,220,"1,031,745"
15,Skye,0.93,13.9,15,7.1,48.9%,5.0%,195,"1,223,440"
16,Omen,0.97,14.7,15.1,6.1,48.6%,9.3%,204,"2,295,005"
17,Breach,0.93,14.2,15.3,6.1,48.3%,2.2%,200,"540,354"
18,Neon,0.98,15.8,16.2,4.1,47.6%,1.7%,224,"412,569"
19,Yoru,1,15.6,15.5,4.1,46.6%,1.8%,218,"439,274"
20,Harbor,0.9,13.7,15.1,5.5,46.2%,0.7%,191,"179,075"
21,Iso,1.01,16.1,16,4.1,46.2%,1.8%,228,"439,964"
22,KAY/O,0.89,13.8,15.4,8.3,45.5%,2.4%,198,"588,308"
