,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.15,17.3,15.1,4.4,50.8%,12.1%,247,"2,583,431"
1,Brimstone,0.95,13.9,14.7,7.3,50.4%,4.3%,202,"922,834"
2,Phoenix,1.07,16.1,15,4.5,50.4%,3.4%,231,"733,331"
3,Sage,0.89,12.9,14.6,6.7,50.2%,9.5%,185,"2,019,790"
4,Killjoy,0.97,13.7,14.1,3.8,50.2%,4.1%,197,"881,187"
5,Jett,1.08,16.6,15.3,3.7,50.1%,6.9%,236,"1,467,891"
6,Gekko,0.9,13.3,14.8,4.9,50.0%,4.1%,189,"879,776"
7,Cypher,0.98,13.9,14.1,4.9,50.0%,7.3%,195,"1,559,981"
8,Viper,0.97,14,14.4,5,49.8%,3.6%,199,"774,131"
9,Deadlock,0.96,14.1,14.7,4.2,49.7%,1.7%,199,"357,966"
10,Raze,1.01,15.6,15.4,4.6,49.6%,5.9%,230,"1,259,092"
11,Astra,1.01,14.6,14.4,5.4,49.5%,0.9%,205,"194,055"
12,Sova,0.94,13.6,14.5,5.1,49.5%,4.1%,197,"873,034"
13,Fade,0.9,13.4,14.8,6.1,49.2%,2.2%,192,"470,308"
14,Skye,0.91,13.4,14.8,7.1,49.2%,5.1%,193,"1,093,987"
15,Omen,0.97,14.4,14.9,5.5,49.1%,9.2%,204,"1,954,938"
16,Chamber,1.07,15.5,14.5,3.4,49.1%,3.3%,216,"699,083"
17,Breach,0.92,14,15.2,5.7,48.9%,2.0%,200,"426,980"
18,Neon,0.99,15.6,15.8,4.2,48.5%,2.5%,224,"528,135"
19,Iso,0.99,15.5,15.6,4.2,47.0%,2.0%,225,"434,379"
20,Yoru,0.98,14.9,15.2,4.2,47.0%,2.3%,212,"497,774"
21,Harbor,0.89,13.3,15,5.4,46.8%,0.9%,190,"188,901"
22,KAY/O,0.88,13.3,15.2,8,46.6%,2.4%,195,"507,422"
