,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Killjoy,0.88,12.4,14,4,50.6%,3.8%,182,"441,585"
1,Cypher,0.9,12.7,14.1,4.9,50.1%,6.2%,181,"726,341"
2,Sage,0.79,11.5,14.5,6.3,49.7%,11.8%,168,"1,385,795"
3,Reyna,1.03,15.4,14.9,4.5,49.7%,10.8%,224,"1,273,407"
4,Brimstone,0.87,12.7,14.6,6.4,49.7%,3.8%,188,"448,665"
5,Deadlock,0.87,12.7,14.6,4.1,49.6%,1.9%,182,"227,506"
6,Raze,0.92,13.9,15.1,4.6,49.3%,5.8%,209,"681,336"
7,Gekko,0.8,11.9,14.8,4.7,49.2%,5.2%,173,"614,587"
8,Astra,0.92,13.1,14.3,4.9,49.2%,0.6%,188,"71,742"
9,Viper,0.86,12.5,14.4,4.8,49.0%,3.3%,183,"386,021"
10,Jett,0.96,14.5,15.1,3.8,49.0%,5.2%,211,"614,336"
11,Skye,0.81,12,14.7,6.8,48.9%,5.2%,176,"610,214"
12,Breach,0.86,12.8,15,5.4,48.8%,1.6%,187,"186,964"
13,Omen,0.89,13.1,14.8,4.9,48.7%,8.3%,189,"978,064"
14,Sova,0.84,12.2,14.5,4.9,48.7%,4.1%,180,"485,392"
15,Phoenix,0.94,14,14.8,4.4,48.5%,4.0%,206,"472,262"
16,Chamber,0.95,13.7,14.5,3.6,48.4%,2.5%,196,"297,601"
17,Fade,0.8,11.9,14.8,6,48.3%,3.0%,174,"348,260"
18,Neon,0.89,13.7,15.5,4.1,47.9%,3.4%,201,"395,719"
19,Harbor,0.8,11.9,14.9,5.1,47.2%,1.0%,173,"112,620"
20,KAY/O,0.78,11.8,15.1,7.6,46.7%,2.5%,177,"292,543"
21,Iso,0.89,13.7,15.5,4.2,46.6%,2.3%,203,"264,320"
22,Yoru,0.88,13.2,15.1,4.1,46.6%,3.7%,192,"431,434"
