,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.97,14.5,14.9,9,51.0%,3.4%,205,"373,780"
1,Sage,0.94,14.1,15,6.9,50.9%,4.5%,194,"497,433"
2,Phoenix,1.1,17.2,15.6,4.5,50.9%,2.3%,238,"250,192"
3,Deadlock,1.02,15.3,14.9,4.2,50.2%,1.1%,205,"118,682"
4,Reyna,1.13,17.7,15.7,4.2,50.1%,11.0%,242,"1,210,358"
5,Gekko,0.94,14.1,15,5,49.9%,2.8%,191,"304,933"
6,Sova,0.99,14.5,14.7,5.5,49.8%,6.8%,200,"750,018"
7,Viper,1,14.8,14.8,5.1,49.8%,5.1%,202,"558,558"
8,Cypher,1.01,14.7,14.6,4.6,49.7%,8.6%,198,"944,114"
9,Astra,1.04,15.3,14.8,6.8,49.4%,1.5%,207,"166,740"
10,Jett,1.08,17.4,16.1,3.4,49.4%,13.4%,238,"1,466,631"
11,Fade,0.96,14.5,15,6.4,49.3%,1.5%,198,"164,195"
12,Skye,0.95,14.4,15.1,7.2,49.2%,5.0%,197,"549,996"
13,Killjoy,1.01,14.7,14.5,3.3,49.1%,3.7%,200,"408,534"
14,Raze,1.03,16.6,16.1,4.3,49.1%,7.0%,235,"767,147"
15,Chamber,1.09,16.5,15.1,2.9,48.8%,5.1%,220,"554,323"
16,Omen,0.98,14.9,15.1,7.3,48.7%,9.2%,202,"1,014,992"
17,Breach,0.93,14.4,15.4,7.1,47.9%,2.0%,197,"219,772"
18,Yoru,1.02,16.2,15.8,4.2,47.7%,1.4%,221,"156,307"
19,Neon,0.97,16.1,16.5,4.2,47.5%,0.8%,223,"90,951"
20,Harbor,0.92,14.1,15.3,5.8,45.8%,0.5%,193,"52,751"
21,Iso,1.02,16.5,16.2,4,45.6%,1.1%,228,"121,759"
22,KAY/O,0.92,14.3,15.6,9,45.1%,2.1%,202,"234,325"
