,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.16,17.6,15.2,4.4,50.4%,12.2%,249,"3,111,104"
1,Brimstone,0.95,14,14.7,7.5,50.2%,4.3%,203,"1,106,104"
2,Phoenix,1.09,16.4,15.1,4.4,50.1%,3.3%,234,"848,793"
3,Jett,1.1,16.9,15.4,3.7,50.0%,7.7%,239,"1,953,664"
4,Sage,0.89,13,14.6,6.7,50.0%,9.0%,185,"2,286,453"
5,Cypher,0.98,14,14.2,4.8,49.7%,7.3%,195,"1,856,302"
6,Gekko,0.9,13.4,14.9,4.9,49.7%,3.8%,189,"974,573"
7,Killjoy,0.97,13.8,14.2,3.8,49.6%,4.1%,197,"1,041,310"
8,Astra,1.02,14.8,14.5,5.5,49.6%,1.0%,206,"256,348"
9,Viper,0.97,14.1,14.5,5,49.6%,3.7%,200,"949,557"
10,Deadlock,0.97,14.3,14.7,4.1,49.4%,1.6%,199,"404,266"
11,Raze,1.03,15.9,15.5,4.6,49.4%,6.0%,232,"1,535,567"
12,Sova,0.95,13.8,14.5,5.1,49.4%,4.3%,198,"1,084,684"
13,Chamber,1.08,15.7,14.6,3.3,48.9%,3.5%,218,"895,966"
14,Skye,0.91,13.5,14.9,7,48.8%,5.1%,193,"1,300,188"
15,Fade,0.91,13.5,14.9,6.1,48.8%,2.1%,192,"532,158"
16,Omen,0.97,14.5,14.9,5.7,48.8%,9.2%,204,"2,339,561"
17,Breach,0.93,14.1,15.2,5.8,48.4%,2.1%,200,"528,486"
18,Neon,0.99,15.7,15.9,4.2,48.2%,2.2%,225,"565,965"
19,Yoru,0.99,15.2,15.3,4.2,46.8%,2.1%,215,"541,506"
20,Harbor,0.9,13.4,15,5.4,46.8%,0.8%,191,"213,404"
21,Iso,1,15.8,15.8,4.2,46.7%,2.0%,227,"509,847"
22,KAY/O,0.88,13.4,15.3,8.1,45.9%,2.4%,195,"614,816"
