,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.96,14.4,15,6.9,51.2%,3.6%,197,"255,491"
1,Brimstone,0.98,14.7,14.9,9.3,51.1%,3.2%,205,"225,643"
2,Phoenix,1.1,17.2,15.7,4.6,50.7%,2.1%,237,"148,815"
3,Deadlock,1.04,15.5,15,4.2,50.7%,1.0%,207,"72,141"
4,Cypher,1.02,14.9,14.6,4.5,49.9%,9.0%,199,"641,034"
5,Reyna,1.12,17.7,15.8,4.1,49.9%,11.2%,240,"800,123"
6,Gekko,0.95,14.2,15,5,49.9%,2.6%,191,"184,848"
7,Fade,0.98,14.7,15,6.5,49.8%,1.4%,200,"98,484"
8,Viper,1.01,14.9,14.8,5.1,49.6%,5.3%,203,"380,585"
9,Sova,0.99,14.6,14.8,5.5,49.6%,7.5%,200,"534,925"
10,Killjoy,1.03,15,14.6,3.2,49.4%,3.7%,202,"263,625"
11,Skye,0.96,14.5,15.1,7.3,49.4%,4.8%,198,"345,586"
12,Astra,1.04,15.5,14.8,7.1,49.3%,1.5%,208,"107,918"
13,Jett,1.08,17.4,16.2,3.3,49.2%,14.7%,237,"1,052,634"
14,Raze,1.03,16.7,16.2,4.3,49.1%,7.2%,235,"514,324"
15,Omen,0.99,14.9,15.1,7.6,48.8%,9.1%,203,"651,996"
16,Chamber,1.1,16.6,15.1,2.8,48.5%,4.9%,220,"351,367"
17,Yoru,1.02,16.2,15.9,4.2,47.9%,1.5%,221,"103,682"
18,Breach,0.94,14.4,15.3,7.4,47.8%,1.8%,197,"131,985"
19,Neon,0.97,16.1,16.5,4.2,47.6%,0.7%,223,"49,027"
20,Harbor,0.93,14.2,15.4,5.9,45.8%,0.4%,193,"27,700"
21,Iso,1.02,16.7,16.3,4,45.4%,0.9%,230,"64,846"
22,KAY/O,0.92,14.4,15.6,9.2,44.4%,1.8%,203,"131,344"
