,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.97,14.4,14.9,8.5,50.7%,3.8%,204,"567,368"
1,Phoenix,1.11,17.1,15.5,4.5,50.6%,2.7%,239,"413,901"
2,Sage,0.92,13.8,14.9,6.9,50.6%,5.9%,191,"893,899"
3,Reyna,1.14,17.8,15.6,4.2,50.2%,11.5%,245,"1,744,558"
4,Deadlock,1.01,15.1,14.9,4.1,50.2%,1.2%,204,"185,557"
5,Viper,1,14.7,14.7,5.1,49.9%,4.6%,203,"699,569"
6,Gekko,0.93,14,15,4.9,49.9%,3.1%,191,"465,595"
7,Cypher,1.01,14.6,14.5,4.6,49.8%,8.0%,198,"1,203,242"
8,Sova,0.99,14.5,14.7,5.3,49.7%,5.7%,201,"864,495"
9,Astra,1.04,15.2,14.7,6.4,49.6%,1.5%,208,"220,706"
10,Jett,1.09,17.4,15.9,3.5,49.5%,11.8%,240,"1,788,892"
11,Fade,0.95,14.3,15,6.2,49.3%,1.7%,198,"250,679"
12,Skye,0.94,14.2,15.1,7.1,49.2%,4.9%,197,"736,894"
13,Killjoy,1,14.4,14.5,3.4,49.1%,3.7%,199,"567,166"
14,Raze,1.03,16.5,16,4.4,49.0%,6.7%,236,"1,011,250"
15,Chamber,1.1,16.4,14.9,3,48.9%,4.9%,221,"737,324"
16,Omen,0.98,14.8,15.1,6.7,48.7%,9.2%,204,"1,394,659"
17,Breach,0.94,14.4,15.4,6.6,48.2%,2.1%,199,"322,978"
18,Neon,0.98,16,16.4,4.1,47.6%,1.1%,224,"172,298"
19,Yoru,1.02,16,15.7,4.2,47.1%,1.5%,221,"230,176"
20,Harbor,0.92,14,15.2,5.7,46.0%,0.6%,193,"88,993"
21,Iso,1.02,16.4,16.1,4,46.0%,1.4%,229,"216,986"
22,KAY/O,0.91,14.2,15.5,8.7,45.6%,2.3%,201,"348,388"
