,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.97,14.6,15,6.9,51.7%,3.1%,199,"154,856"
1,Deadlock,1.05,15.7,15,4.2,51.0%,1.0%,208,"49,522"
2,Phoenix,1.1,17.2,15.7,4.6,51.0%,2.0%,238,"97,969"
3,Brimstone,0.99,14.8,14.9,9.5,50.9%,3.0%,207,"148,442"
4,Reyna,1.12,17.7,15.8,4.1,50.3%,11.4%,240,"562,941"
5,Cypher,1.02,15,14.6,4.5,50.0%,9.0%,200,"445,542"
6,Gekko,0.95,14.3,15,5,49.8%,2.5%,192,"124,847"
7,Fade,0.98,14.8,15,6.6,49.8%,1.3%,200,"65,297"
8,Sova,0.99,14.7,14.7,5.5,49.7%,7.8%,201,"383,361"
9,Skye,0.96,14.6,15.1,7.3,49.6%,4.8%,198,"234,031"
10,Astra,1.05,15.5,14.8,7.2,49.6%,1.5%,209,"72,907"
11,Viper,1.01,15,14.8,5.2,49.5%,5.4%,203,"267,091"
12,Killjoy,1.04,15.1,14.6,3.2,49.4%,3.7%,204,"184,255"
13,Jett,1.08,17.5,16.2,3.3,49.3%,15.4%,237,"758,215"
14,Raze,1.03,16.8,16.2,4.3,49.2%,7.3%,236,"360,900"
15,Omen,0.99,15,15.1,7.8,49.2%,9.1%,203,"446,762"
16,Chamber,1.1,16.7,15.1,2.7,48.7%,4.8%,221,"236,284"
17,Breach,0.94,14.4,15.3,7.5,48.2%,1.7%,197,"85,639"
18,Yoru,1.02,16.3,15.9,4.2,48.1%,1.5%,222,"74,449"
19,Neon,0.97,16.1,16.6,4.2,47.8%,0.6%,223,"31,834"
20,Harbor,0.94,14.4,15.3,6,45.8%,0.3%,194,"16,552"
21,Iso,1.03,16.7,16.3,4,45.6%,0.8%,230,"41,019"
22,KAY/O,0.93,14.6,15.7,9.4,44.7%,1.7%,204,"82,800"
