,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Killjoy,0.83,11.6,13.9,3.9,50.7%,3.5%,173,"176,209"
1,Cypher,0.86,12,14,4.8,50.2%,5.5%,174,"278,201"
2,Sage,0.75,10.8,14.4,6,50.1%,12.3%,159,"617,720"
3,Brimstone,0.83,12.1,14.5,6,49.9%,3.5%,180,"176,559"
4,Deadlock,0.82,11.9,14.5,4,49.5%,2.0%,173,"101,546"
5,Reyna,0.98,14.5,14.8,4.4,49.4%,10.7%,212,"535,277"
6,Raze,0.88,13.1,14.9,4.6,49.4%,5.9%,199,"298,576"
7,Skye,0.77,11.2,14.6,6.5,49.4%,4.8%,167,"241,839"
8,Gekko,0.76,11.2,14.8,4.6,49.2%,5.6%,164,"282,022"
9,Omen,0.84,12.4,14.7,4.6,48.9%,7.8%,180,"392,062"
10,Fade,0.75,11.1,14.7,5.9,48.9%,3.2%,166,"160,290"
11,Jett,0.92,13.6,14.9,3.7,48.9%,5.2%,201,"260,927"
12,Viper,0.81,11.6,14.4,4.6,48.9%,3.2%,173,"161,404"
13,Astra,0.88,12.4,14,4.6,48.8%,0.5%,180,"25,498"
14,Breach,0.83,12.2,14.8,5.1,48.8%,1.4%,180,"69,583"
15,Sova,0.8,11.5,14.5,4.7,48.7%,4.2%,171,"209,688"
16,Phoenix,0.89,13.1,14.7,4.2,48.5%,4.3%,195,"216,201"
17,Chamber,0.89,12.9,14.4,3.6,48.3%,2.3%,186,"113,829"
18,Harbor,0.76,11.2,14.8,4.9,48.0%,1.0%,165,"48,128"
19,Neon,0.84,12.8,15.3,4,48.0%,3.8%,190,"192,721"
20,KAY/O,0.75,11.2,14.9,7.3,47.4%,2.4%,169,"121,528"
21,Iso,0.84,12.8,15.3,4.1,47.1%,2.4%,192,"118,721"
22,Yoru,0.84,12.5,14.9,4,46.7%,4.5%,183,"227,186"
