,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.97,14.5,14.9,8.7,50.7%,3.6%,205,"500,000"
1,Phoenix,1.11,17.2,15.5,4.5,50.6%,2.6%,239,"359,595"
2,Sage,0.93,13.9,14.9,6.9,50.6%,5.5%,193,"750,597"
3,Reyna,1.14,17.8,15.6,4.2,50.2%,11.5%,245,"1,576,354"
4,Deadlock,1.02,15.2,14.9,4.1,50.2%,1.2%,206,"160,362"
5,Sova,0.99,14.5,14.7,5.4,49.9%,6.0%,202,"823,390"
6,Viper,1,14.8,14.7,5.1,49.9%,4.8%,203,"653,177"
7,Cypher,1.01,14.7,14.5,4.6,49.8%,8.1%,198,"1,111,713"
8,Gekko,0.93,14,15,5,49.8%,3.0%,191,"407,190"
9,Astra,1.04,15.3,14.7,6.5,49.6%,1.5%,208,"203,615"
10,Jett,1.09,17.5,16,3.4,49.5%,12.4%,240,"1,699,818"
11,Fade,0.96,14.4,15,6.3,49.3%,1.6%,198,"219,293"
12,Skye,0.95,14.4,15.1,7.2,49.2%,4.9%,198,"672,736"
13,Chamber,1.1,16.5,15,3,49.1%,4.9%,222,"678,760"
14,Killjoy,1,14.5,14.5,3.4,49.1%,3.7%,199,"509,060"
15,Raze,1.04,16.6,16,4.4,49.1%,6.8%,236,"933,293"
16,Omen,0.98,14.9,15.1,6.9,48.8%,9.2%,204,"1,265,568"
17,Breach,0.94,14.4,15.4,6.8,48.2%,2.1%,199,"285,885"
18,Neon,0.98,16.1,16.4,4.2,47.5%,1.0%,225,"142,260"
19,Yoru,1.02,16.1,15.8,4.2,47.2%,1.5%,222,"203,212"
20,Harbor,0.92,14,15.2,5.7,45.8%,0.6%,193,"76,910"
21,Iso,1.02,16.5,16.2,4,45.7%,1.3%,230,"182,975"
22,KAY/O,0.92,14.3,15.6,8.8,45.3%,2.2%,202,"308,743"
