,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.12,16.8,15,4.4,50.3%,11.6%,241,"2,339,318"
1,Killjoy,0.95,13.3,14.1,3.9,50.3%,4.1%,193,"829,461"
2,Brimstone,0.93,13.6,14.6,7,50.2%,4.3%,199,"865,834"
3,Cypher,0.96,13.6,14.1,4.9,50.0%,7.0%,191,"1,416,245"
4,Sage,0.86,12.5,14.5,6.6,50.0%,10.3%,181,"2,073,375"
5,Jett,1.05,16,15.3,3.7,49.7%,6.2%,229,"1,249,794"
6,Gekko,0.87,12.9,14.8,4.8,49.7%,4.4%,185,"892,693"
7,Phoenix,1.04,15.5,14.9,4.4,49.6%,3.6%,224,"722,768"
8,Deadlock,0.94,13.8,14.7,4.2,49.6%,1.8%,194,"357,556"
9,Viper,0.94,13.6,14.4,4.9,49.5%,3.5%,195,"710,334"
10,Astra,0.99,14.2,14.4,5.3,49.4%,0.8%,201,"167,726"
11,Raze,0.99,15.2,15.3,4.6,49.4%,5.8%,224,"1,172,258"
12,Sova,0.91,13.2,14.5,5,49.2%,4.1%,192,"822,990"
13,Fade,0.88,13,14.8,6.1,49.0%,2.4%,188,"489,057"
14,Skye,0.88,13,14.8,7,49.0%,5.3%,188,"1,064,055"
15,Omen,0.95,14.1,14.9,5.3,48.9%,9.0%,200,"1,819,075"
16,Chamber,1.03,15,14.5,3.5,48.9%,3.1%,211,"616,125"
17,Breach,0.9,13.7,15.1,5.6,48.7%,1.9%,197,"386,180"
18,Neon,0.96,15.1,15.7,4.2,48.3%,2.7%,218,"553,533"
19,Harbor,0.86,12.9,15,5.4,47.1%,0.9%,186,"187,986"
20,Iso,0.96,15,15.6,4.2,46.9%,2.1%,219,"427,022"
21,Yoru,0.95,14.4,15.2,4.2,46.6%,2.6%,207,"529,982"
22,KAY/O,0.85,12.9,15.2,7.9,46.3%,2.4%,190,"491,255"
