,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.98,14.6,14.9,9.2,51.2%,3.3%,205,"303,485"
1,Sage,0.95,14.3,15,6.9,51.1%,4.1%,196,"374,055"
2,Phoenix,1.1,17.2,15.6,4.5,50.9%,2.2%,238,"199,625"
3,Deadlock,1.03,15.4,15,4.2,50.6%,1.0%,207,"96,214"
4,Reyna,1.12,17.7,15.7,4.1,50.1%,11.1%,241,"1,019,220"
5,Gekko,0.94,14.2,15,5,49.9%,2.7%,191,"249,531"
6,Sova,0.99,14.6,14.7,5.5,49.8%,7.2%,201,"658,271"
7,Viper,1,14.9,14.8,5.1,49.8%,5.2%,203,"480,193"
8,Fade,0.97,14.6,15,6.5,49.7%,1.4%,199,"130,304"
9,Astra,1.04,15.4,14.8,6.9,49.7%,1.5%,208,"140,258"
10,Cypher,1.01,14.8,14.6,4.6,49.7%,8.8%,199,"807,646"
11,Jett,1.08,17.4,16.1,3.3,49.4%,14.0%,238,"1,290,264"
12,Skye,0.96,14.5,15.1,7.3,49.3%,4.9%,198,"452,413"
13,Killjoy,1.02,14.9,14.6,3.3,49.2%,3.7%,201,"339,580"
14,Raze,1.03,16.7,16.2,4.3,49.2%,7.1%,235,"648,317"
15,Omen,0.99,14.9,15.1,7.4,48.9%,9.2%,203,"848,557"
16,Chamber,1.1,16.5,15.1,2.8,48.9%,5.0%,221,"460,142"
17,Breach,0.94,14.4,15.4,7.3,48.3%,1.9%,197,"177,357"
18,Yoru,1.02,16.2,15.9,4.2,47.6%,1.4%,222,"131,720"
19,Neon,0.97,16.1,16.5,4.2,47.4%,0.8%,223,"69,870"
20,Harbor,0.92,14.2,15.3,5.9,46.1%,0.4%,192,"39,415"
21,Iso,1.02,16.6,16.2,4,45.5%,1.0%,229,"91,984"
22,KAY/O,0.92,14.4,15.6,9.1,45.0%,2.0%,203,"182,981"
