,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.98,14.7,15,6.8,51.9%,2.4%,200,"39,821"
1,Phoenix,1.1,17.2,15.7,4.5,51.3%,1.7%,236,"28,645"
2,Deadlock,1.05,15.8,15.1,4.2,50.9%,1.0%,209,"15,869"
3,Brimstone,0.98,14.7,15,9.7,50.4%,2.8%,205,"47,141"
4,Fade,0.99,14.8,15,6.6,50.3%,1.3%,200,"21,820"
5,Reyna,1.11,17.6,15.8,4,50.1%,11.7%,238,"194,933"
6,Gekko,0.95,14.3,15,5.1,50.0%,2.5%,191,"40,869"
7,Sova,1,14.7,14.7,5.5,50.0%,8.3%,201,"137,046"
8,Cypher,1.02,15,14.7,4.5,49.9%,9.2%,199,"153,084"
9,Astra,1.05,15.5,14.8,7.4,49.8%,1.3%,208,"22,340"
10,Viper,1.01,15,14.8,5.2,49.7%,5.5%,203,"91,383"
11,Killjoy,1.04,15.2,14.6,3.1,49.7%,4.1%,204,"67,649"
12,Raze,1.03,16.7,16.2,4.2,49.5%,7.6%,235,"125,772"
13,Jett,1.07,17.4,16.2,3.2,49.4%,16.5%,236,"273,740"
14,Omen,0.99,14.9,15,8,49.2%,9.1%,201,"150,724"
15,Skye,0.96,14.5,15.1,7.4,49.1%,4.6%,197,"77,145"
16,Neon,0.98,16.2,16.6,4.2,48.6%,0.5%,223,"8,566"
17,Chamber,1.1,16.7,15.1,2.6,48.4%,4.4%,220,"73,732"
18,Yoru,1.02,16.3,16,4.2,48.4%,1.5%,221,"25,453"
19,Breach,0.94,14.3,15.2,7.8,47.9%,1.5%,195,"25,314"
20,Iso,1.04,16.8,16.2,3.9,46.8%,0.7%,231,"11,439"
21,KAY/O,0.93,14.5,15.6,9.5,44.9%,1.4%,203,"23,206"
22,Harbor,0.92,14.4,15.5,6.1,44.5%,0.2%,192,"3,990"
