,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.11,17,15.3,4.4,50.7%,3.0%,239,"672,986"
1,Brimstone,0.96,14.3,14.8,8.1,50.5%,4.0%,204,"905,284"
2,Reyna,1.16,17.9,15.5,4.3,50.3%,12.1%,248,"2,726,872"
3,Sage,0.91,13.5,14.8,6.8,50.3%,7.1%,189,"1,592,917"
4,Gekko,0.92,13.8,15,4.9,49.9%,3.3%,191,"746,343"
5,Viper,1,14.5,14.6,5,49.8%,4.2%,203,"945,919"
6,Cypher,1,14.4,14.4,4.7,49.7%,7.6%,198,"1,712,099"
7,Sova,0.98,14.4,14.6,5.2,49.7%,5.0%,202,"1,121,084"
8,Deadlock,1,14.8,14.8,4.1,49.7%,1.4%,203,"305,751"
9,Astra,1.04,15.2,14.6,6,49.7%,1.3%,208,"292,317"
10,Jett,1.1,17.3,15.7,3.5,49.6%,10.2%,241,"2,299,236"
11,Fade,0.94,14.1,15,6.1,49.5%,1.8%,197,"400,381"
12,Killjoy,0.99,14.2,14.4,3.6,49.2%,3.9%,198,"873,467"
13,Chamber,1.1,16.3,14.8,3.1,49.1%,4.4%,222,"987,682"
14,Raze,1.04,16.4,15.8,4.4,49.1%,6.5%,236,"1,464,414"
15,Skye,0.94,14.1,15,7.1,49.1%,4.8%,197,"1,090,081"
16,Omen,0.98,14.8,15.1,6.2,48.7%,9.3%,205,"2,091,619"
17,Breach,0.94,14.4,15.3,6.2,48.4%,2.2%,201,"491,958"
18,Neon,0.99,16,16.2,4.1,47.9%,1.5%,226,"348,920"
19,Yoru,1.01,15.8,15.6,4.1,47.0%,1.7%,220,"384,317"
20,Harbor,0.92,13.9,15.1,5.5,46.5%,0.7%,193,"154,624"
21,Iso,1.02,16.3,16,4.1,46.4%,1.7%,230,"381,996"
22,KAY/O,0.91,14,15.4,8.4,45.8%,2.4%,200,"529,394"
