,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.17,17.9,15.2,4.3,50.5%,12.4%,252,"3,049,038"
1,Phoenix,1.11,16.7,15.1,4.4,50.3%,3.3%,238,"800,775"
2,Brimstone,0.96,14.2,14.7,7.6,50.2%,4.3%,205,"1,053,925"
3,Sage,0.9,13.2,14.7,6.8,50.1%,8.4%,188,"2,058,703"
4,Jett,1.11,17.2,15.5,3.6,49.9%,8.4%,242,"2,056,306"
5,Gekko,0.92,13.6,14.9,4.9,49.8%,3.6%,191,"893,604"
6,Cypher,1,14.2,14.2,4.8,49.8%,7.4%,197,"1,813,259"
7,Viper,0.99,14.3,14.5,5,49.7%,3.8%,202,"938,621"
8,Killjoy,0.98,14,14.2,3.7,49.6%,4.0%,198,"986,933"
9,Astra,1.04,15,14.5,5.7,49.6%,1.1%,209,"266,306"
10,Deadlock,0.98,14.5,14.7,4.1,49.5%,1.5%,202,"370,102"
11,Raze,1.04,16.2,15.6,4.5,49.4%,6.2%,236,"1,518,833"
12,Sova,0.97,14.1,14.5,5.1,49.4%,4.4%,200,"1,069,195"
13,Chamber,1.1,16,14.6,3.3,49.1%,3.7%,221,"915,492"
14,Fade,0.92,13.8,14.9,6.1,49.1%,2.0%,195,"480,688"
15,Skye,0.93,13.8,14.9,7.1,49.0%,5.0%,196,"1,217,429"
16,Omen,0.98,14.7,15,5.8,48.8%,9.2%,206,"2,259,945"
17,Breach,0.94,14.3,15.2,5.9,48.6%,2.1%,202,"518,276"
18,Neon,1,16,15.9,4.2,48.2%,2.0%,228,"501,419"
19,Yoru,1.01,15.5,15.4,4.2,46.8%,2.0%,219,"493,560"
20,Harbor,0.91,13.7,15,5.5,46.8%,0.8%,193,"196,956"
21,Iso,1.02,16.1,15.8,4.2,46.7%,1.9%,231,"475,831"
22,KAY/O,0.89,13.7,15.3,8.1,46.0%,2.4%,198,"576,663"
