,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Fade,0.96,14.6,15.2,6.3,51.2%,0.8%,199,"10,224"
1,Phoenix,1.08,16.9,15.7,4.1,50.9%,1.2%,231,"16,176"
2,Sage,0.94,14.1,15.1,6.8,50.9%,6.3%,192,"83,288"
3,Deadlock,1.02,15.5,15.2,3.9,50.6%,1.2%,206,"15,467"
4,Killjoy,1.03,15,14.6,3.1,50.1%,5.4%,202,"71,613"
5,Reyna,1.12,17.9,16,4,50.1%,12.6%,243,"167,171"
6,Viper,1.01,15,14.9,5.4,49.8%,15.7%,204,"208,315"
7,Brimstone,0.96,14.5,15.1,7.4,49.7%,0.6%,202,"8,166"
8,Gekko,0.94,14.2,15.1,4.8,49.7%,1.9%,191,"24,589"
9,Sova,0.97,14.5,14.9,5.2,49.6%,13.3%,198,"176,475"
10,Jett,1.09,17.8,16.3,3.4,49.5%,16.4%,243,"217,096"
11,Chamber,1.09,16.4,15.1,2.7,48.9%,7.5%,218,"99,302"
12,Astra,1.02,15.3,15,5.2,48.4%,0.3%,206,"3,524"
13,Skye,0.94,14.5,15.4,6.9,48.3%,1.6%,199,"21,043"
14,Cypher,0.99,14.7,14.9,4.3,48.2%,1.9%,197,"24,945"
15,Raze,1.01,16.4,16.3,4.1,48.0%,4.7%,230,"62,659"
16,Omen,0.97,15.1,15.6,5.4,47.2%,2.6%,204,"34,706"
17,Breach,0.92,14.5,15.7,6.4,47.1%,0.5%,198,"6,812"
18,Iso,1.02,16.7,16.4,3.9,46.9%,0.9%,230,"11,968"
19,Neon,0.96,16.2,16.9,4.1,46.5%,0.9%,224,"11,800"
20,Harbor,0.92,14.3,15.5,6.1,46.4%,0.7%,192,"9,608"
21,Yoru,0.99,15.9,16.1,4,46.0%,1.2%,217,"15,412"
22,KAY/O,0.92,14.6,15.8,9.2,45.2%,1.9%,204,"25,325"
