,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.15,17.4,15.1,4.2,50.8%,12.2%,248,"376,847"
1,Killjoy,0.97,13.6,14.1,3.7,50.7%,4.8%,196,"146,737"
2,Viper,0.97,14,14.4,5,50.6%,7.0%,200,"215,922"
3,Jett,1.1,16.9,15.4,3.7,50.6%,7.8%,240,"239,948"
4,Gekko,0.9,13.4,14.8,4.8,50.3%,4.0%,190,"122,069"
5,Sage,0.88,12.8,14.6,6.5,50.3%,10.7%,184,"329,954"
6,Phoenix,1.06,15.9,15,4.2,49.9%,3.2%,228,"98,997"
7,Sova,0.93,13.5,14.6,4.9,49.7%,5.9%,193,"180,918"
8,Deadlock,0.96,14.2,14.7,4,49.5%,1.8%,199,"56,839"
9,Chamber,1.07,15.4,14.4,3.3,49.5%,4.0%,215,"122,283"
10,Astra,1.01,14.6,14.5,4.6,49.5%,0.6%,205,"18,249"
11,Fade,0.9,13.4,14.9,6.1,49.1%,2.2%,193,"66,208"
12,Raze,1.01,15.5,15.4,4.3,48.9%,5.2%,226,"160,718"
13,Brimstone,0.93,13.8,14.8,6.4,48.9%,2.9%,201,"89,282"
14,Omen,0.97,14.6,15.1,4.7,48.7%,7.6%,206,"233,985"
15,Skye,0.91,13.5,14.9,6.7,48.7%,4.2%,194,"128,693"
16,Neon,0.99,15.7,15.8,4.1,48.6%,2.8%,225,"85,188"
17,Breach,0.92,14,15.2,5.4,48.3%,1.6%,200,"48,179"
18,Cypher,0.96,13.8,14.3,4.6,48.3%,3.5%,193,"108,821"
19,Harbor,0.89,13.4,15,5.6,47.7%,0.9%,190,"28,120"
20,Iso,1,15.7,15.6,4.1,47.6%,2.1%,226,"63,623"
21,KAY/O,0.88,13.4,15.2,8.1,47.0%,2.6%,197,"79,698"
22,Yoru,0.97,14.8,15.3,4,46.6%,2.5%,210,"75,697"
