,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.95,14.4,15.1,6.6,52.4%,4.3%,194,"10,279"
1,Brimstone,0.95,14.5,15.2,7.6,51.6%,0.2%,198,500
2,Deadlock,1.03,15.8,15.3,3.8,50.9%,1.0%,207,"2,368"
3,Phoenix,1.05,16.8,15.9,4.1,50.8%,0.7%,228,"1,728"
4,Killjoy,1.05,15.3,14.5,2.8,50.8%,7.0%,202,"16,620"
5,Breach,0.97,14.8,15.3,7.1,50.0%,0.2%,200,404
6,Reyna,1.1,17.7,16.1,3.8,50.0%,14.8%,239,"35,336"
7,Jett,1.08,17.7,16.4,3.3,49.9%,19.4%,240,"46,311"
8,Gekko,0.94,14.3,15.1,4.7,49.9%,1.2%,192,"2,873"
9,Viper,1.01,15.1,14.9,5.4,49.8%,17.6%,203,"41,997"
10,Raze,0.99,16.3,16.4,4,49.5%,3.6%,227,"8,571"
11,Sova,0.98,14.5,14.9,5.1,49.2%,16.0%,197,"38,139"
12,Iso,1.03,16.8,16.3,3.9,49.0%,0.6%,232,"1,467"
13,Fade,0.96,14.8,15.4,6.2,48.7%,0.3%,200,672
14,Chamber,1.09,16.5,15.2,2.5,48.3%,7.6%,217,"18,059"
15,Cypher,1,15.1,15,4,47.7%,1.1%,197,"2,689"
16,Yoru,0.99,15.7,16,3.9,47.3%,1.1%,215,"2,684"
17,Skye,0.95,14.7,15.5,6.9,46.8%,0.5%,200,"1,120"
18,Neon,0.94,16,17,4.1,46.6%,0.6%,221,"1,321"
19,Omen,0.94,14.8,15.7,5.5,45.6%,0.8%,201,"1,871"
20,Astra,0.97,14.9,15.4,5.2,45.1%,0.1%,198,193
21,Harbor,0.92,14.5,15.7,6.3,44.2%,0.6%,193,"1,335"
22,KAY/O,0.93,14.6,15.8,9.5,43.7%,1.0%,203,"2,455"
