,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.92,13.8,15,6.8,50.9%,7.7%,190,"152,631"
1,Reyna,1.14,18,15.8,4,50.2%,12.4%,247,"245,783"
2,Jett,1.1,17.8,16.1,3.5,50.2%,14.3%,245,"283,845"
3,Viper,1.01,14.9,14.8,5.3,50.1%,13.1%,204,"260,849"
4,Killjoy,1.02,14.7,14.5,3.2,49.9%,5.0%,201,"99,537"
5,Sova,0.98,14.5,14.8,5.1,49.8%,10.5%,199,"208,295"
6,Gekko,0.93,14.1,15.1,4.9,49.8%,2.4%,192,"47,085"
7,Phoenix,1.08,16.9,15.6,4.2,49.7%,1.8%,233,"35,876"
8,Deadlock,1.02,15.3,15,3.9,49.5%,1.3%,206,"25,373"
9,Chamber,1.1,16.4,15,2.9,49.2%,6.8%,220,"134,264"
10,Fade,0.94,14.3,15.2,6.2,49.1%,1.2%,198,"23,782"
11,Brimstone,0.95,14.3,15.1,7.2,48.9%,1.2%,201,"23,870"
12,Skye,0.94,14.3,15.3,7,48.8%,2.5%,198,"48,819"
13,Raze,1.01,16.4,16.2,4.2,48.2%,5.2%,232,"102,986"
14,Astra,1.03,15.3,14.9,5,48.1%,0.5%,207,"9,049"
15,Cypher,0.99,14.6,14.8,4.4,47.8%,2.2%,197,"44,076"
16,Omen,0.97,15.1,15.6,5.3,47.4%,4.3%,206,"85,706"
17,Breach,0.92,14.4,15.7,6.1,47.3%,0.9%,198,"18,097"
18,Neon,0.98,16.3,16.7,4.1,47.3%,1.2%,226,"24,590"
19,Yoru,1,15.8,15.9,4,46.4%,1.3%,217,"26,315"
20,Iso,1.02,16.6,16.2,3.9,46.2%,1.2%,232,"24,729"
21,Harbor,0.92,14.1,15.3,6,45.8%,0.8%,194,"15,330"
22,KAY/O,0.92,14.4,15.7,8.9,45.3%,2.3%,204,"46,011"
