,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Killjoy,0.91,12.8,14.1,3.8,50.2%,4.4%,187,"92,321"
1,Reyna,1.08,16.2,15,4.3,50.2%,11.2%,233,"232,914"
2,Viper,0.9,13.1,14.5,4.9,50.1%,5.6%,189,"117,440"
3,Jett,1.02,15.5,15.2,3.8,49.9%,6.2%,224,"130,197"
4,Sage,0.82,12,14.6,6.2,49.9%,11.9%,174,"248,390"
5,Astra,0.96,13.7,14.3,4.4,49.7%,0.5%,195,"10,944"
6,Gekko,0.85,12.5,14.8,4.7,49.6%,4.7%,180,"99,065"
7,Deadlock,0.9,13.3,14.7,4,49.2%,2.0%,189,"42,558"
8,Chamber,0.99,14.3,14.4,3.4,49.1%,3.2%,203,"66,884"
9,Sova,0.86,12.6,14.6,4.7,49.1%,5.5%,183,"114,340"
10,Fade,0.84,12.5,14.9,6.1,49.0%,2.6%,183,"55,096"
11,Cypher,0.91,13,14.3,4.7,49.0%,3.9%,185,"82,043"
12,Skye,0.85,12.6,14.8,6.6,48.9%,4.6%,183,"95,649"
13,Raze,0.95,14.5,15.3,4.3,48.7%,5.2%,213,"108,602"
14,Omen,0.91,13.7,15,4.5,48.6%,7.9%,196,"164,542"
15,Breach,0.87,13.2,15.1,5.3,48.5%,1.5%,190,"31,232"
16,Brimstone,0.89,13,14.7,6,48.5%,3.0%,192,"63,544"
17,Phoenix,0.98,14.7,15,4.2,48.4%,3.6%,213,"74,811"
18,Neon,0.94,14.6,15.7,4.1,48.3%,3.3%,213,"68,511"
19,Iso,0.93,14.5,15.5,4.1,47.8%,2.2%,212,"45,926"
20,Harbor,0.83,12.5,15,5.3,47.1%,0.9%,181,"19,684"
21,Yoru,0.91,13.8,15.2,4,46.7%,3.2%,198,"67,252"
22,KAY/O,0.82,12.4,15.1,7.8,46.4%,2.6%,185,"54,545"
