,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.98,14.6,15,7.5,54.9%,0.1%,201,122
1,Deadlock,1.05,15.9,15.1,3.8,52.3%,1.0%,209,"1,152"
2,Sage,0.96,14.6,15.1,6.6,51.1%,3.7%,196,"4,449"
3,Reyna,1.11,17.9,16.1,3.9,50.9%,15.4%,240,"18,346"
4,Killjoy,1.05,15.4,14.6,2.7,50.6%,8.1%,202,"9,682"
5,Jett,1.08,17.7,16.4,3.2,50.5%,19.8%,240,"23,519"
6,Astra,0.99,14.1,14.3,4.5,50.0%,0.0%,189,24
7,Viper,1.02,15.2,14.9,5.4,49.9%,17.7%,204,"21,026"
8,Neon,0.99,16.4,16.7,4.1,49.7%,0.5%,228,549
9,Phoenix,1.08,17.2,15.9,3.9,49.7%,0.6%,233,674
10,Gekko,0.96,14.7,15.3,4.8,49.7%,1.2%,193,"1,377"
11,Sova,0.98,14.6,14.9,5.1,49.4%,16.8%,197,"19,983"
12,Breach,0.99,14.8,15,7.2,49.3%,0.1%,204,152
13,Chamber,1.09,16.5,15.1,2.4,48.8%,6.9%,217,"8,248"
14,Cypher,0.98,14.7,14.9,3.9,48.6%,0.9%,193,"1,117"
15,Raze,1,16.3,16.4,4,48.5%,3.3%,227,"3,963"
16,Skye,1,15.5,15.4,7.1,48.0%,0.3%,208,383
17,Harbor,0.97,14.7,15.3,6,47.8%,0.5%,198,646
18,Iso,1.07,17.4,16.3,3.6,46.5%,0.5%,240,613
19,Yoru,0.97,15.7,16.3,3.9,46.2%,1.1%,211,"1,263"
20,Omen,0.96,15.4,16.1,5.4,45.6%,0.5%,205,621
21,Fade,0.95,14.3,15,6.1,45.4%,0.2%,197,185
22,KAY/O,0.95,14.8,15.6,9.5,43.5%,0.8%,209,948
