,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.91,13.7,15,6.8,50.8%,8.0%,189,"175,990"
1,Reyna,1.14,18,15.8,4.1,50.2%,12.3%,247,"268,555"
2,Viper,1,14.9,14.8,5.3,50.2%,12.4%,204,"270,805"
3,Jett,1.1,17.7,16.1,3.5,49.9%,13.7%,245,"299,748"
4,Deadlock,1.01,15.1,15,3.9,49.8%,1.4%,205,"29,783"
5,Gekko,0.93,14.1,15.1,4.8,49.8%,2.5%,192,"55,379"
6,Sova,0.97,14.4,14.8,5.1,49.6%,9.8%,199,"215,412"
7,Killjoy,1.01,14.6,14.5,3.3,49.6%,5.0%,200,"109,060"
8,Fade,0.94,14.3,15.2,6.2,49.6%,1.3%,198,"28,601"
9,Phoenix,1.08,16.8,15.6,4.2,49.6%,2.0%,232,"43,167"
10,Chamber,1.09,16.3,14.9,2.9,49.2%,6.5%,220,"143,093"
11,Astra,1.03,15.3,14.8,5.1,49.0%,0.5%,207,"10,947"
12,Brimstone,0.94,14.3,15.1,7.1,48.8%,1.4%,201,"30,547"
13,Skye,0.93,14.2,15.3,6.9,48.7%,2.7%,197,"58,109"
14,Raze,1.01,16.3,16.2,4.2,48.1%,5.2%,231,"114,732"
15,Cypher,0.99,14.6,14.8,4.4,48.1%,2.3%,197,"50,138"
16,Neon,0.97,16.1,16.6,4,47.8%,1.4%,226,"29,805"
17,Omen,0.97,15.1,15.5,5.2,47.6%,4.8%,206,"104,449"
18,Breach,0.92,14.4,15.6,6,47.3%,1.1%,199,"23,081"
19,Iso,1.03,16.6,16.2,3.9,47.0%,1.4%,231,"30,181"
20,Harbor,0.92,14.1,15.3,5.9,46.7%,0.8%,193,"16,898"
21,Yoru,0.99,15.8,15.9,4,46.0%,1.4%,216,"30,226"
22,KAY/O,0.91,14.3,15.6,8.8,46.0%,2.4%,203,"52,192"
