,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Killjoy,0.87,12.3,14.1,3.9,50.6%,4.1%,181,"68,734"
1,Reyna,1.04,15.5,14.9,4.3,49.9%,10.8%,224,"183,000"
2,Sage,0.78,11.4,14.6,6.1,49.8%,12.5%,167,"210,789"
3,Viper,0.87,12.5,14.4,4.7,49.7%,4.8%,183,"81,862"
4,Gekko,0.81,12,14.8,4.7,49.6%,5.1%,174,"86,147"
5,Astra,0.92,13.2,14.3,4.3,49.6%,0.5%,191,"8,049"
6,Jett,0.98,14.8,15.1,3.7,49.6%,5.8%,215,"98,007"
7,Deadlock,0.87,12.7,14.6,4,49.5%,2.0%,183,"34,610"
8,Chamber,0.95,13.7,14.4,3.5,49.4%,2.8%,196,"47,786"
9,Brimstone,0.86,12.6,14.7,5.7,49.0%,3.0%,185,"50,873"
10,Sova,0.83,12.1,14.6,4.6,48.9%,5.2%,178,"88,578"
11,Cypher,0.89,12.6,14.2,4.7,48.9%,4.0%,181,"67,748"
12,Raze,0.91,13.8,15.2,4.2,48.7%,5.4%,204,"91,423"
13,Neon,0.89,13.9,15.5,4,48.6%,3.6%,203,"60,757"
14,Skye,0.81,12,14.8,6.4,48.6%,4.6%,177,"78,130"
15,Fade,0.8,11.9,14.9,6,48.5%,3.0%,176,"50,241"
16,Phoenix,0.93,13.8,14.8,4.1,48.4%,3.9%,203,"66,573"
17,Breach,0.84,12.7,15,5.2,48.2%,1.4%,185,"23,342"
18,Omen,0.89,13.2,14.9,4.3,48.1%,7.8%,191,"131,360"
19,Harbor,0.8,12,14.9,5.2,47.6%,0.9%,174,"15,915"
20,Iso,0.9,13.9,15.4,4.1,47.5%,2.3%,204,"39,045"
21,Yoru,0.88,13.2,15.1,4,46.8%,3.8%,191,"64,308"
22,KAY/O,0.79,11.9,15.1,7.7,46.6%,2.7%,179,"45,734"
