,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.94,14.2,15.1,6.8,51.5%,5.7%,193,"58,953"
1,Killjoy,1.04,15.1,14.6,3,50.1%,5.6%,203,"57,708"
2,Reyna,1.11,17.8,16,3.9,50.0%,13.1%,242,"134,263"
3,Fade,0.96,14.5,15.2,6.2,49.9%,0.6%,198,"6,312"
4,Viper,1.01,15.1,14.9,5.4,49.8%,16.3%,205,"167,793"
5,Gekko,0.94,14.3,15.2,4.8,49.7%,1.6%,191,"16,615"
6,Deadlock,1.02,15.5,15.2,3.9,49.4%,1.1%,206,"11,400"
7,Jett,1.09,17.8,16.4,3.4,49.3%,17.3%,242,"177,983"
8,Astra,1.04,15.5,15,5.2,49.3%,0.2%,208,"2,284"
9,Phoenix,1.07,16.9,15.8,4.1,49.1%,1.1%,231,"11,114"
10,Sova,0.97,14.5,14.9,5.2,49.1%,14.3%,198,"146,829"
11,Brimstone,0.95,14.4,15.1,7.3,48.6%,0.5%,200,"4,697"
12,Chamber,1.09,16.5,15.1,2.7,48.5%,7.6%,218,"78,410"
13,Raze,1,16.4,16.4,4.1,48.2%,4.5%,229,"46,360"
14,Cypher,1,14.8,14.9,4.2,47.9%,1.7%,197,"17,351"
15,Skye,0.94,14.6,15.5,6.9,47.9%,1.2%,198,"12,714"
16,Omen,0.97,15.1,15.6,5.5,47.6%,2.0%,205,"20,950"
17,Neon,0.96,16.1,16.8,4.1,47.2%,0.8%,223,"8,322"
18,Iso,1.02,16.9,16.5,3.8,46.3%,0.8%,231,"8,385"
19,Yoru,0.98,15.9,16.1,3.9,46.2%,1.1%,216,"11,763"
20,Harbor,0.92,14.3,15.6,6.1,45.8%,0.7%,192,"7,337"
21,Breach,0.92,14.4,15.6,6.4,45.6%,0.4%,198,"4,101"
22,KAY/O,0.92,14.5,15.8,9.1,44.4%,1.6%,204,"16,960"
