,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.15,17.8,15.5,4.1,50.2%,12.4%,248,"442,348"
1,Sage,0.89,13.2,14.9,6.7,50.2%,9.4%,185,"335,948"
2,Jett,1.11,17.5,15.8,3.6,50.1%,10.9%,244,"390,368"
3,Viper,0.99,14.5,14.7,5.2,50.0%,9.7%,202,"345,295"
4,Killjoy,0.98,14.1,14.4,3.5,49.8%,4.9%,197,"175,021"
5,Gekko,0.91,13.7,15,4.8,49.5%,3.1%,190,"110,565"
6,Fade,0.92,13.9,15.1,6.1,49.5%,1.7%,196,"59,377"
7,Sova,0.96,14.1,14.7,5,49.4%,7.6%,197,"272,855"
8,Phoenix,1.08,16.5,15.3,4.1,49.3%,2.6%,231,"91,194"
9,Chamber,1.09,16,14.7,3.1,49.1%,5.3%,218,"189,610"
10,Deadlock,0.98,14.7,14.9,3.9,48.9%,1.6%,201,"56,016"
11,Brimstone,0.94,14,15,6.9,48.8%,2.2%,201,"78,603"
12,Astra,1.02,15,14.8,4.9,48.7%,0.6%,206,"21,516"
13,Skye,0.92,13.9,15.1,6.8,48.4%,3.4%,195,"122,977"
14,Raze,1.02,16.2,15.9,4.2,48.3%,5.3%,231,"190,402"
15,Neon,0.98,16,16.3,4.1,47.8%,1.9%,226,"69,419"
16,Omen,0.97,14.8,15.4,5,47.8%,6.4%,206,"228,169"
17,Cypher,0.97,14.1,14.6,4.5,47.7%,2.8%,194,"99,322"
18,Breach,0.92,14.2,15.5,5.7,47.5%,1.4%,199,"50,514"
19,Harbor,0.91,13.8,15.2,5.8,47.0%,0.8%,192,"29,276"
20,Iso,1.02,16.2,16,4,46.5%,1.7%,230,"62,340"
21,Yoru,0.98,15.3,15.6,4,45.9%,1.8%,214,"63,006"
22,KAY/O,0.9,13.9,15.5,8.4,45.7%,2.5%,200,"90,730"
