,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.91,13.5,15,6.8,50.6%,8.4%,188,"209,716"
1,Viper,1,14.7,14.8,5.2,50.3%,11.7%,203,"290,497"
2,Reyna,1.14,17.9,15.7,4.1,50.2%,12.3%,246,"306,308"
3,Killjoy,1,14.5,14.5,3.3,50.1%,4.9%,198,"123,074"
4,Gekko,0.92,13.9,15.1,4.8,50.0%,2.7%,191,"66,270"
5,Deadlock,1,15,15.1,3.9,49.7%,1.4%,203,"34,974"
6,Jett,1.1,17.6,16,3.6,49.7%,12.9%,244,"320,037"
7,Phoenix,1.07,16.7,15.5,4.1,49.5%,2.1%,232,"52,168"
8,Fade,0.93,14.2,15.2,6.2,49.5%,1.4%,197,"35,276"
9,Sova,0.96,14.3,14.8,5,49.4%,9.2%,198,"228,081"
10,Chamber,1.09,16.2,14.9,3,49.4%,6.3%,219,"155,871"
11,Brimstone,0.94,14.2,15.1,7.1,48.8%,1.6%,201,"39,774"
12,Astra,1.03,15.2,14.8,5,48.5%,0.5%,207,"13,462"
13,Cypher,0.97,14.3,14.7,4.4,48.2%,2.4%,195,"59,769"
14,Raze,1.01,16.3,16.1,4.2,48.2%,5.3%,231,"131,212"
15,Skye,0.92,14.1,15.3,6.9,48.2%,2.9%,196,"70,970"
16,Omen,0.97,15,15.4,5.2,48.0%,5.3%,206,"131,252"
17,Harbor,0.92,14,15.3,5.9,47.2%,0.8%,192,"19,604"
18,Breach,0.92,14.3,15.6,5.9,47.2%,1.2%,198,"28,654"
19,Neon,0.97,16.1,16.6,4,47.2%,1.5%,225,"36,990"
20,Iso,1.02,16.5,16.1,3.9,46.9%,1.4%,230,"35,600"
21,KAY/O,0.91,14.1,15.6,8.7,46.0%,2.4%,201,"60,539"
22,Yoru,0.99,15.7,15.8,4,45.4%,1.5%,216,"36,670"
