,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.91,13.6,14.9,6.8,50.8%,8.6%,189,"247,273"
1,Reyna,1.16,18.1,15.6,4.1,50.4%,12.6%,250,"364,447"
2,Killjoy,1.01,14.5,14.4,3.4,50.3%,4.9%,200,"141,696"
3,Viper,1.01,14.8,14.7,5.2,50.3%,10.9%,205,"313,506"
4,Gekko,0.93,14,15,4.8,50.3%,2.8%,193,"80,267"
5,Jett,1.12,17.8,15.9,3.6,50.2%,12.4%,247,"358,367"
6,Fade,0.94,14.3,15.1,6.2,49.8%,1.5%,199,"42,483"
7,Sova,0.97,14.3,14.7,5,49.7%,8.6%,200,"246,743"
8,Phoenix,1.09,16.8,15.4,4.2,49.5%,2.3%,235,"65,684"
9,Chamber,1.11,16.3,14.8,3,49.4%,6.0%,221,"172,114"
10,Deadlock,1,15,15,4,49.3%,1.5%,204,"41,920"
11,Brimstone,0.95,14.3,15,7,49.1%,1.8%,203,"51,901"
12,Astra,1.03,15.3,14.8,5,49.0%,0.6%,209,"16,211"
13,Raze,1.03,16.5,16,4.2,49.0%,5.3%,234,"153,390"
14,Breach,0.93,14.4,15.5,5.9,48.5%,1.2%,201,"35,765"
15,Skye,0.94,14.2,15.2,6.8,48.1%,3.0%,198,"85,937"
16,Cypher,0.99,14.5,14.7,4.5,48.1%,2.5%,197,"71,561"
17,Omen,0.98,15.1,15.4,5.1,47.9%,5.6%,208,"162,384"
18,Harbor,0.93,14.2,15.2,5.9,47.8%,0.8%,195,"22,518"
19,Neon,0.99,16.2,16.5,4.1,47.1%,1.7%,228,"48,175"
20,Iso,1.03,16.6,16,4,46.7%,1.6%,233,"44,854"
21,Yoru,1,15.7,15.7,4,46.5%,1.6%,217,"45,034"
22,KAY/O,0.92,14.2,15.5,8.6,46.2%,2.4%,203,"69,420"
