,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Fade,1.01,15.9,15.7,7.5,60.0%,0.2%,212,45
1,Iso,1.16,19.2,16.5,4.6,59.3%,0.2%,255,54
2,Harbor,1.09,16.7,15.4,5.9,56.6%,0.2%,219,53
3,Gekko,1.02,15.3,15,4.9,54.1%,1.4%,202,405
4,Cypher,1.02,15,14.8,4.2,52.2%,0.1%,204,23
5,Killjoy,1.09,15.9,14.6,2.6,52.1%,9.7%,209,"2,829"
6,Omen,1.01,15.6,15.5,6.9,51.9%,0.2%,215,54
7,Reyna,1.13,18.2,16.2,3.9,51.6%,17.1%,244,"5,017"
8,Jett,1.11,18.3,16.4,3.2,51.2%,21.8%,246,"6,372"
9,Sova,1.03,15.2,14.8,5.2,51.2%,16.3%,205,"4,770"
10,Viper,1.07,15.9,14.9,5.3,51.0%,17.7%,211,"5,196"
11,Sage,0.95,14.5,15.3,6.6,50.2%,3.3%,194,962
12,Deadlock,1.1,16.8,15.3,3.8,50.0%,1.1%,218,336
13,Yoru,1.07,16.9,15.8,3.8,49.2%,1.1%,230,309
14,Raze,1.02,17,16.7,3.8,48.5%,2.2%,233,631
15,Chamber,1.11,17,15.3,2.3,47.1%,6.1%,222,"1,780"
16,KAY/O,0.97,15.3,15.7,10.1,43.8%,0.9%,208,272
17,Phoenix,1,16.5,16.5,4.4,41.2%,0.6%,221,165
18,Neon,0.83,15.7,18.8,5.2,25.0%,0.1%,218,16
19,Breach,1.44,23,16,6,0.0%,0.0%,299,1
