,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Astra,1.07,18.8,17.5,4.8,75.0%,0.0%,214,4
1,Brimstone,0.86,13.4,15.5,6.2,60.0%,0.0%,182,25
2,Fade,1,15.7,15.7,6.1,54.5%,0.1%,209,123
3,Cypher,1.03,14.8,14.4,3.9,53.2%,0.7%,199,649
4,Sage,0.95,14.5,15.2,6.6,52.6%,3.1%,195,"2,887"
5,Phoenix,1.1,17.1,15.6,3.9,51.9%,0.5%,234,480
6,Reyna,1.11,17.8,16,3.9,51.0%,16.0%,240,"14,859"
7,Skye,0.99,14.7,14.8,6.3,50.9%,0.2%,198,214
8,Gekko,0.96,14.5,15.1,4.7,50.8%,1.2%,193,"1,083"
9,Deadlock,1.05,15.9,15.2,3.7,50.7%,1.0%,208,967
10,Jett,1.08,17.8,16.4,3.2,50.4%,19.6%,241,"18,246"
11,Killjoy,1.06,15.5,14.7,2.7,50.1%,9.7%,203,"9,037"
12,Sova,0.99,14.7,14.9,5.1,49.9%,17.2%,199,"16,036"
13,Chamber,1.08,16.5,15.2,2.3,49.6%,5.9%,215,"5,490"
14,Raze,1.02,16.7,16.3,4,49.6%,3.0%,232,"2,785"
15,Viper,1.02,15.2,14.9,5.3,49.4%,18.1%,204,"16,805"
16,Iso,1.05,16.8,16,3.8,48.9%,0.5%,233,440
17,Omen,0.97,15.3,15.7,5.5,47.8%,0.4%,204,370
18,Harbor,0.93,14.5,15.5,6,47.7%,0.5%,191,488
19,Neon,0.93,16,17.2,4,46.6%,0.5%,220,423
20,Yoru,0.97,15.6,16.1,3.9,45.8%,0.9%,212,866
21,KAY/O,0.95,15,15.8,9.6,45.3%,0.7%,209,664
22,Breach,0.87,13.7,15.7,6.4,37.0%,0.0%,193,27
