,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.9,13.4,14.9,6.7,50.5%,9.0%,187,"293,501"
1,Reyna,1.16,18,15.5,4.1,50.3%,12.5%,250,"407,360"
2,Phoenix,1.09,16.7,15.4,4.2,50.1%,2.4%,234,"78,228"
3,Viper,1,14.7,14.7,5.2,50.0%,10.3%,203,"334,129"
4,Jett,1.11,17.7,15.8,3.6,50.0%,11.7%,246,"381,051"
5,Gekko,0.93,13.9,15,4.8,49.9%,2.9%,192,"95,334"
6,Astra,1.03,15.3,14.8,5,49.8%,0.6%,208,"19,016"
7,Killjoy,1,14.3,14.4,3.4,49.8%,4.9%,199,"160,154"
8,Sova,0.97,14.2,14.7,5,49.7%,8.1%,199,"263,645"
9,Fade,0.93,14.1,15.1,6.2,49.6%,1.6%,197,"51,104"
10,Chamber,1.1,16.2,14.8,3,49.3%,5.6%,220,"183,638"
11,Brimstone,0.95,14.2,15,6.9,49.0%,2.0%,202,"64,747"
12,Deadlock,0.99,14.9,15,3.9,49.0%,1.5%,203,"49,109"
13,Raze,1.03,16.4,15.9,4.2,48.7%,5.3%,233,"174,160"
14,Skye,0.93,14,15.2,6.8,48.4%,3.2%,197,"103,349"
15,Omen,0.97,15,15.4,5.1,48.0%,6.0%,207,"196,371"
16,Neon,0.99,16.2,16.4,4.1,48.0%,1.8%,228,"59,442"
17,Cypher,0.98,14.3,14.6,4.5,47.8%,2.6%,196,"85,090"
18,Harbor,0.92,14,15.2,5.8,47.5%,0.8%,193,"26,444"
19,Breach,0.93,14.3,15.5,5.8,47.5%,1.3%,200,"43,258"
20,Iso,1.02,16.4,16,4,47.3%,1.7%,231,"53,803"
21,Yoru,0.99,15.5,15.7,4,46.0%,1.6%,215,"53,426"
22,KAY/O,0.91,14.1,15.5,8.5,45.9%,2.5%,201,"80,830"
