,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.18,18,15.3,4.2,50.5%,12.6%,253,"447,233"
1,Jett,1.12,17.5,15.5,3.7,50.4%,9.6%,246,"338,393"
2,Viper,0.99,14.4,14.5,5.1,50.4%,8.3%,203,"292,806"
3,Sage,0.89,13.1,14.7,6.6,50.3%,9.9%,186,"350,889"
4,Killjoy,0.99,14,14.2,3.6,50.3%,4.8%,198,"171,537"
5,Astra,1.03,15.1,14.6,4.8,49.8%,0.6%,209,"21,821"
6,Deadlock,0.98,14.6,14.8,4,49.7%,1.7%,202,"58,870"
7,Gekko,0.92,13.7,14.9,4.8,49.7%,3.4%,192,"120,354"
8,Chamber,1.1,16,14.6,3.2,49.6%,4.6%,220,"164,569"
9,Phoenix,1.09,16.5,15.1,4.2,49.6%,2.9%,233,"102,914"
10,Fade,0.92,13.8,15,6.1,49.5%,1.9%,196,"65,717"
11,Sova,0.95,13.9,14.6,4.9,49.2%,6.6%,197,"234,716"
12,Brimstone,0.95,14.1,14.9,6.6,49.2%,2.6%,204,"92,389"
13,Raze,1.03,16.1,15.6,4.3,48.9%,5.3%,233,"188,933"
14,Omen,0.98,14.9,15.2,4.9,48.5%,7.0%,209,"249,509"
15,Skye,0.92,13.8,15,6.8,48.5%,3.7%,196,"131,830"
16,Neon,1,16.1,16,4.1,48.2%,2.3%,230,"82,925"
17,Breach,0.93,14.3,15.3,5.6,47.9%,1.5%,202,"53,494"
18,Cypher,0.97,14.1,14.4,4.6,47.9%,3.1%,196,"110,734"
19,Harbor,0.91,13.8,15.1,5.7,47.3%,0.9%,194,"30,523"
20,Iso,1.03,16.3,15.8,4.1,46.8%,1.9%,232,"68,360"
21,KAY/O,0.9,13.8,15.3,8.3,46.4%,2.5%,200,"89,684"
22,Yoru,0.99,15.3,15.4,4,46.3%,2.1%,215,"73,499"
