,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.1,17,15.4,4.6,50.9%,2.5%,237,"61,681"
1,Brimstone,0.96,14.3,14.9,8.7,50.6%,3.1%,203,"75,586"
2,Gekko,0.93,13.9,15,5.2,50.5%,5.2%,190,"126,859"
3,Sage,0.91,13.6,14.9,6.9,50.1%,5.2%,189,"126,539"
4,Reyna,1.14,17.7,15.6,4.4,50.0%,11.4%,244,"280,572"
5,Deadlock,1,14.9,14.8,4.2,49.9%,1.7%,202,"40,688"
6,Astra,1.03,15.1,14.7,6.2,49.8%,1.9%,205,"47,319"
7,Chamber,1.11,16.5,14.8,3.1,49.7%,6.3%,223,"153,892"
8,Killjoy,1,14.4,14.4,3.4,49.6%,5.1%,199,"124,629"
9,Fade,0.95,14.2,15,6.5,49.5%,2.3%,196,"56,503"
10,Raze,1.04,16.5,15.9,4.5,49.4%,9.0%,236,"220,789"
11,Jett,1.09,17.3,15.9,3.5,49.3%,9.8%,238,"240,949"
12,Omen,0.98,14.7,15.1,6.7,49.1%,12.5%,202,"305,552"
13,Cypher,1,14.5,14.5,4.7,49.1%,4.8%,197,"117,999"
14,Skye,0.93,14.1,15.1,7.6,49.0%,5.3%,195,"130,917"
15,Viper,1,14.8,14.8,5.5,48.8%,1.3%,206,"30,708"
16,Breach,0.93,14.3,15.3,6.9,48.8%,4.5%,198,"109,876"
17,Sova,0.97,14.4,14.9,5.4,48.5%,1.7%,203,"41,707"
18,Neon,0.97,15.9,16.4,4.3,47.7%,1.4%,223,"34,092"
19,Harbor,0.92,14,15.3,6.2,46.7%,0.7%,193,"17,674"
20,Yoru,1.01,15.9,15.8,4.3,46.6%,1.4%,220,"34,208"
21,Iso,1.02,16.3,16.1,4.2,46.1%,1.5%,229,"37,720"
22,KAY/O,0.9,14,15.6,9.2,44.8%,1.4%,200,"35,528"
