,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.99,14.6,14.8,10.5,52.8%,0.9%,207,"2,162"
1,Deadlock,1.07,15.9,14.8,4.3,52.7%,1.3%,209,"3,114"
2,Sage,0.99,14.7,14.9,6.7,52.3%,1.0%,200,"2,312"
3,Phoenix,1.11,17.2,15.5,4.6,51.4%,1.2%,236,"2,868"
4,Astra,1.06,15.6,14.7,7.1,51.2%,1.9%,208,"4,453"
5,Viper,1.07,15.9,14.8,5.9,50.6%,0.7%,217,"1,545"
6,Killjoy,1.05,15.3,14.5,3.1,50.2%,8.0%,206,"18,944"
7,Reyna,1.12,17.6,15.7,4.3,50.2%,10.0%,238,"23,577"
8,Gekko,0.95,14.3,15,5.3,50.1%,6.6%,190,"15,488"
9,Skye,0.96,14.5,15,8.1,50.1%,5.3%,196,"12,492"
10,Neon,0.98,16.4,16.7,4.4,49.8%,0.7%,224,"1,574"
11,Jett,1.08,17.4,16.1,3.2,49.8%,14.3%,236,"33,587"
12,Omen,0.99,14.9,15.1,7.8,49.6%,15.4%,202,"36,176"
13,Raze,1.03,16.7,16.2,4.2,49.4%,12.3%,234,"29,069"
14,Cypher,1.02,15,14.7,4.6,49.4%,3.8%,200,"8,984"
15,Fade,0.98,14.7,14.9,7.2,49.3%,2.2%,199,"5,073"
16,Chamber,1.12,16.8,15.1,2.7,49.3%,6.5%,223,"15,331"
17,Breach,0.94,14.3,15.3,8,48.7%,4.7%,194,"11,063"
18,Yoru,1.03,16.5,16.1,4.5,48.6%,1.3%,225,"3,101"
19,Sova,1.02,15.1,14.8,6,48.1%,0.7%,209,"1,739"
20,Iso,1.05,17.1,16.3,4.2,46.7%,0.7%,233,"1,630"
21,Harbor,0.94,14.4,15.3,6.8,45.6%,0.2%,194,520
22,KAY/O,0.96,14.7,15.4,10.7,43.8%,0.4%,208,865
