,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.93,13.6,14.7,7.3,50.2%,4.0%,199,"114,441"
1,Reyna,1.12,16.8,15,4.6,50.2%,11.6%,240,"333,551"
2,Raze,1,15.3,15.3,4.9,50.2%,6.7%,228,"193,511"
3,Killjoy,0.94,13.3,14.1,3.8,50.0%,4.5%,191,"128,031"
4,Sage,0.86,12.6,14.5,6.7,49.9%,10.0%,181,"286,739"
5,Gekko,0.87,13,14.9,5,49.9%,5.0%,185,"142,935"
6,Deadlock,0.94,13.8,14.7,4.3,49.7%,2.0%,193,"57,069"
7,Jett,1.04,16,15.3,3.8,49.6%,5.8%,228,"167,654"
8,Chamber,1.04,15.1,14.5,3.5,49.6%,3.7%,212,"105,390"
9,Phoenix,1.04,15.5,14.9,4.5,49.6%,3.5%,224,"100,061"
10,Fade,0.88,13,14.8,6.3,49.6%,2.7%,187,"77,905"
11,Astra,0.99,14.3,14.4,5.3,49.5%,1.0%,201,"28,395"
12,Breach,0.9,13.6,15.1,6,49.4%,2.6%,196,"74,626"
13,Cypher,0.96,13.6,14.2,4.8,49.2%,5.1%,191,"145,949"
14,Skye,0.88,13,14.8,7.3,49.2%,5.8%,188,"165,830"
15,Omen,0.94,14,14.9,5.5,49.1%,10.2%,198,"291,460"
16,Viper,0.94,13.7,14.6,5.3,49.0%,2.3%,198,"67,267"
17,Sova,0.91,13.3,14.6,5.2,48.9%,2.9%,194,"83,475"
18,Neon,0.96,15.1,15.7,4.3,47.8%,2.8%,218,"80,843"
19,Iso,0.96,15,15.6,4.3,47.2%,2.1%,219,"61,255"
20,Harbor,0.87,13.1,15.1,5.7,46.9%,1.0%,188,"29,537"
21,Yoru,0.95,14.4,15.3,4.3,46.4%,2.5%,206,"71,265"
22,KAY/O,0.85,12.9,15.2,8.5,45.8%,2.2%,190,"64,282"
