,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Killjoy,0.76,10.4,13.8,3.8,51.1%,3.4%,159,"8,157"
1,Gekko,0.72,10.4,14.5,4.6,50.2%,5.8%,155,"14,043"
2,Sage,0.7,9.9,14.2,5.7,50.0%,12.4%,148,"30,084"
3,Omen,0.79,11.5,14.5,4.3,49.9%,7.4%,169,"18,107"
4,Reyna,0.92,13.4,14.5,4.4,49.9%,10.5%,199,"25,497"
5,Jett,0.88,12.7,14.5,3.5,49.8%,5.5%,189,"13,345"
6,Brimstone,0.78,11.2,14.3,5.8,49.7%,3.1%,170,"7,632"
7,Deadlock,0.77,10.9,14.2,4,49.7%,2.1%,162,"5,093"
8,Skye,0.73,10.5,14.3,6.3,49.4%,4.5%,158,"10,916"
9,Raze,0.84,12.3,14.6,4.5,49.4%,6.4%,190,"15,561"
10,Cypher,0.8,11.1,13.9,4.5,49.3%,4.4%,163,"10,611"
11,Chamber,0.85,12.1,14.2,3.5,49.2%,2.2%,178,"5,384"
12,Phoenix,0.85,12.1,14.3,4.1,49.0%,4.7%,183,"11,410"
13,Fade,0.7,10.3,14.7,6,48.9%,3.3%,156,"7,938"
14,Viper,0.74,10.6,14.3,4.5,48.6%,3.0%,160,"7,207"
15,Sova,0.74,10.7,14.4,4.6,48.1%,4.0%,162,"9,720"
16,Breach,0.82,11.5,14.1,5,48.1%,1.3%,173,"3,193"
17,Yoru,0.8,11.7,14.6,4,48.0%,5.4%,172,"13,031"
18,Iso,0.78,11.7,15,4,47.9%,2.6%,177,"6,311"
19,Neon,0.79,11.8,14.9,3.9,47.8%,4.3%,177,"10,562"
20,Astra,0.81,11,13.5,4.1,47.2%,0.5%,166,"1,321"
21,KAY/O,0.7,10.3,14.7,7.6,46.9%,2.4%,160,"5,850"
22,Harbor,0.69,10.2,14.8,4.8,46.0%,0.9%,153,"2,216"
