,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.15,17.4,15.1,4.5,50.8%,12.1%,247,"367,739"
1,Brimstone,0.95,14,14.7,7.5,50.3%,4.0%,203,"119,966"
2,Phoenix,1.08,16.1,14.9,4.5,50.2%,3.3%,232,"100,688"
3,Gekko,0.9,13.3,14.8,5.1,50.1%,4.9%,189,"147,330"
4,Astra,1.01,14.6,14.4,5.4,50.1%,1.1%,205,"33,278"
5,Raze,1.03,15.8,15.4,4.8,50.1%,7.0%,233,"213,807"
6,Sage,0.89,13,14.6,6.8,50.1%,9.1%,185,"275,770"
7,Killjoy,0.97,13.6,14.1,3.7,50.0%,4.6%,195,"138,937"
8,Jett,1.08,16.6,15.3,3.7,49.9%,6.4%,235,"194,708"
9,Chamber,1.08,15.6,14.5,3.5,49.6%,4.1%,218,"123,188"
10,Deadlock,0.96,14.1,14.7,4.3,49.5%,2.0%,197,"59,259"
11,Breach,0.92,14,15.1,6.1,49.4%,2.9%,199,"87,346"
12,Omen,0.97,14.4,14.9,5.7,49.3%,10.6%,202,"322,320"
13,Skye,0.91,13.4,14.8,7.4,49.3%,5.7%,192,"172,226"
14,Cypher,0.98,13.9,14.2,4.8,49.2%,5.1%,195,"153,848"
15,Sova,0.94,13.7,14.6,5.3,49.2%,2.7%,198,"80,832"
16,Fade,0.9,13.4,14.8,6.4,49.2%,2.5%,192,"76,111"
17,Viper,0.97,14.1,14.6,5.3,49.0%,2.2%,203,"65,716"
18,Neon,0.99,15.6,15.8,4.3,48.8%,2.6%,224,"77,735"
19,Yoru,0.98,14.9,15.3,4.3,46.9%,2.2%,212,"66,100"
20,Iso,0.99,15.6,15.7,4.3,46.9%,2.1%,225,"62,391"
21,Harbor,0.9,13.5,15,5.8,46.8%,1.0%,193,"29,503"
22,KAY/O,0.87,13.3,15.2,8.5,46.0%,2.1%,195,"64,375"
