,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.11,17.3,15.5,4.7,52.8%,1.4%,238,"6,018"
1,Sage,0.98,14.6,14.9,6.8,52.3%,1.3%,199,"5,364"
2,Deadlock,1.05,15.7,14.9,4.3,51.8%,1.4%,208,"5,887"
3,Brimstone,0.99,14.7,14.9,10.2,51.1%,1.3%,207,"5,374"
4,Reyna,1.13,17.7,15.7,4.3,51.0%,10.1%,240,"42,946"
5,Skye,0.96,14.4,15.1,8.1,50.8%,5.3%,196,"22,257"
6,Sova,1.03,15.1,14.7,6,50.8%,0.7%,210,"3,050"
7,Gekko,0.94,14.2,15,5.3,50.3%,6.4%,190,"27,270"
8,Astra,1.06,15.5,14.7,7,50.2%,2.0%,207,"8,477"
9,Killjoy,1.05,15.2,14.5,3.1,50.1%,7.4%,206,"31,481"
10,Jett,1.08,17.5,16.1,3.2,50.1%,13.7%,237,"58,211"
11,Viper,1.09,16,14.7,5.8,50.0%,0.6%,218,"2,683"
12,Raze,1.04,16.8,16.2,4.2,49.8%,11.8%,235,"50,156"
13,Omen,0.99,15,15.1,7.7,49.8%,15.0%,202,"63,586"
14,Fade,0.99,14.8,15,7.1,49.8%,2.1%,201,"8,763"
15,Chamber,1.12,16.9,15.1,2.7,49.6%,6.7%,224,"28,503"
16,Cypher,1.03,15,14.7,4.6,49.2%,4.1%,200,"17,504"
17,Neon,0.98,16.3,16.7,4.4,49.0%,0.8%,225,"3,250"
18,Yoru,1.03,16.3,15.9,4.4,48.8%,1.3%,224,"5,458"
19,Breach,0.94,14.3,15.3,7.9,48.3%,5.0%,195,"21,032"
20,Harbor,0.97,14.7,15.1,6.9,48.0%,0.3%,198,"1,276"
21,Iso,1.04,16.8,16.1,4.1,46.8%,0.8%,232,"3,328"
22,KAY/O,0.94,14.7,15.6,10.6,44.7%,0.5%,207,"1,959"
