,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Astra,0.96,13.7,14.3,5.2,50.1%,0.8%,195,"17,276"
1,Reyna,1.08,16.2,15,4.6,50.0%,11.2%,233,"230,803"
2,Raze,0.97,14.7,15.3,4.9,49.9%,6.4%,221,"131,666"
3,Killjoy,0.91,12.8,14.1,3.8,49.9%,4.2%,186,"87,368"
4,Sage,0.83,12.1,14.5,6.6,49.9%,10.8%,175,"222,508"
5,Brimstone,0.9,13.2,14.6,7,49.9%,3.8%,195,"78,500"
6,Gekko,0.85,12.6,14.9,5,49.7%,5.3%,180,"108,655"
7,Breach,0.89,13.3,15,5.8,49.6%,2.3%,193,"46,470"
8,Deadlock,0.9,13.2,14.7,4.3,49.6%,2.1%,187,"42,707"
9,Jett,1.01,15.3,15.2,3.8,49.3%,5.4%,220,"110,691"
10,Cypher,0.93,13.1,14.2,4.8,49.1%,5.2%,186,"107,041"
11,Phoenix,1,14.8,14.9,4.5,49.1%,3.6%,216,"75,086"
12,Omen,0.91,13.5,14.8,5.3,49.1%,9.7%,193,"200,166"
13,Chamber,1,14.4,14.5,3.6,48.9%,3.3%,205,"68,857"
14,Viper,0.9,13.2,14.6,5.2,48.9%,2.5%,192,"51,838"
15,Fade,0.83,12.4,14.8,6.3,48.8%,2.9%,180,"58,959"
16,Sova,0.88,12.8,14.7,5.2,48.6%,3.2%,188,"65,027"
17,Skye,0.85,12.5,14.8,7.2,48.6%,5.7%,182,"118,249"
18,Neon,0.92,14.5,15.6,4.3,47.9%,3.1%,210,"64,096"
19,Iso,0.93,14.5,15.6,4.3,47.3%,2.1%,212,"44,139"
20,Yoru,0.91,13.8,15.2,4.3,46.6%,3.0%,199,"61,524"
21,KAY/O,0.82,12.4,15.2,8.3,46.5%,2.3%,185,"47,756"
22,Harbor,0.83,12.5,15,5.6,46.4%,1.0%,181,"21,317"
