,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Reyna,1.19,18.2,15.3,4.4,50.8%,12.6%,254,"458,795"
1,Phoenix,1.13,17.1,15.1,4.5,50.7%,3.0%,241,"110,019"
2,Gekko,0.93,13.9,14.9,5.1,50.6%,4.7%,193,"171,300"
3,Deadlock,0.99,14.7,14.8,4.2,50.4%,1.8%,202,"64,315"
4,Brimstone,0.97,14.4,14.8,8,50.4%,3.7%,207,"133,202"
5,Astra,1.05,15.2,14.5,5.7,50.3%,1.5%,210,"53,183"
6,Raze,1.07,16.6,15.6,4.6,50.1%,8.1%,241,"294,110"
7,Sage,0.91,13.4,14.7,6.8,50.1%,7.2%,190,"260,303"
8,Jett,1.12,17.5,15.6,3.6,50.1%,8.2%,244,"300,275"
9,Killjoy,1,14.3,14.2,3.6,49.9%,4.6%,200,"168,341"
10,Chamber,1.12,16.4,14.6,3.2,49.9%,5.0%,225,"183,389"
11,Breach,0.95,14.4,15.2,6.4,49.4%,3.6%,202,"130,997"
12,Omen,0.99,14.8,14.9,6.1,49.4%,11.3%,206,"412,742"
13,Cypher,1.01,14.4,14.3,4.7,49.3%,4.8%,199,"173,416"
14,Viper,1,14.6,14.6,5.4,49.2%,1.7%,207,"62,420"
15,Fade,0.94,13.9,14.9,6.4,49.2%,2.3%,196,"84,412"
16,Skye,0.94,14,14.9,7.5,49.1%,5.5%,197,"198,508"
17,Sova,0.97,14.4,14.7,5.3,49.0%,2.2%,205,"79,180"
18,Neon,1,16.1,16.1,4.3,48.1%,2.0%,229,"71,597"
19,Harbor,0.93,14.1,15.1,5.9,46.9%,0.9%,197,"31,300"
20,Yoru,1.02,15.8,15.4,4.3,46.8%,1.7%,221,"62,765"
21,Iso,1.04,16.4,15.8,4.3,46.8%,1.9%,233,"70,753"
22,KAY/O,0.9,13.9,15.4,8.8,45.7%,1.8%,202,"65,087"
