,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,KAY/O,0.99,15.3,15.5,11.6,56.0%,0.2%,213,209
1,Brimstone,1,14.8,14.7,10.8,56.0%,0.6%,208,536
2,Sage,1.01,14.8,14.7,6.5,55.5%,0.4%,202,407
3,Phoenix,1.14,17.4,15.3,4.7,55.1%,0.9%,239,866
4,Neon,0.96,16,16.6,4.3,52.7%,0.7%,222,620
5,Yoru,1.04,16.8,16.1,4.6,52.4%,1.1%,226,985
6,Reyna,1.14,17.8,15.6,4.4,51.8%,8.8%,240,"8,111"
7,Jett,1.1,17.8,16.1,3.2,51.4%,14.4%,239,"13,202"
8,Killjoy,1.07,15.5,14.5,3,51.3%,10.7%,207,"9,782"
9,Sova,1.03,15.1,14.6,6.5,51.0%,1.0%,211,883
10,Cypher,1.05,15.4,14.8,4.6,50.7%,2.9%,204,"2,677"
11,Astra,1.08,16,14.8,7.3,50.4%,1.3%,211,"1,205"
12,Omen,0.99,15.1,15.1,8,50.3%,16.4%,202,"15,007"
13,Deadlock,1.07,16.2,15.2,4.4,50.3%,1.3%,211,"1,222"
14,Fade,0.99,14.9,15,7.5,50.3%,2.4%,200,"2,161"
15,Raze,1.04,16.9,16.2,4.1,50.0%,13.5%,237,"12,344"
16,Gekko,0.95,14.3,15,5.4,50.0%,7.0%,190,"6,380"
17,Viper,1.08,15.9,14.7,5.8,49.5%,1.1%,217,"1,022"
18,Breach,0.95,14.3,15.1,8.5,49.3%,4.1%,194,"3,739"
19,Skye,0.95,14.5,15.2,8.5,49.1%,5.5%,195,"5,085"
20,Chamber,1.14,17.3,15.2,2.6,48.8%,5.0%,226,"4,596"
21,Iso,1.07,17.1,16,4.4,48.1%,0.6%,233,543
22,Harbor,0.97,14.9,15.4,7.1,47.8%,0.1%,192,134
