,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Deadlock,1.05,15.6,14.9,4.3,52.3%,1.4%,207,"9,795"
1,Phoenix,1.11,17.3,15.6,4.7,51.8%,1.5%,237,"10,843"
2,Brimstone,0.99,14.7,14.8,10,51.8%,1.4%,206,"10,101"
3,Sage,0.98,14.7,15,6.8,51.3%,1.6%,200,"11,209"
4,Reyna,1.13,17.7,15.7,4.3,50.6%,10.2%,240,"71,569"
5,Killjoy,1.05,15.2,14.5,3.2,50.1%,6.9%,206,"48,747"
6,Omen,0.99,15,15.1,7.7,50.1%,14.6%,203,"102,541"
7,Cypher,1.03,15.1,14.6,4.6,50.0%,4.4%,201,"31,105"
8,Gekko,0.94,14.2,15,5.3,49.9%,6.3%,190,"44,202"
9,Skye,0.96,14.5,15.1,8,49.8%,5.3%,197,"37,020"
10,Sova,1.01,14.9,14.8,5.9,49.8%,0.8%,208,"5,875"
11,Fade,0.98,14.7,15,7.1,49.7%,2.1%,199,"14,897"
12,Viper,1.08,16,14.8,5.8,49.6%,0.7%,218,"4,807"
13,Astra,1.05,15.4,14.7,6.9,49.5%,2.1%,207,"14,959"
14,Jett,1.08,17.5,16.2,3.3,49.4%,13.3%,237,"93,232"
15,Yoru,1.04,16.4,15.8,4.4,49.2%,1.3%,225,"9,082"
16,Raze,1.04,16.8,16.2,4.3,49.2%,11.5%,236,"80,599"
17,Chamber,1.12,16.9,15.1,2.8,49.1%,6.9%,224,"48,614"
18,Breach,0.94,14.4,15.3,7.7,48.6%,5.0%,196,"35,321"
19,Neon,0.97,16.2,16.7,4.5,48.2%,0.8%,224,"5,507"
20,Harbor,0.95,14.5,15.3,7,46.7%,0.4%,196,"2,552"
21,KAY/O,0.95,14.7,15.5,10.3,45.6%,0.6%,207,"4,059"
22,Iso,1.04,16.8,16.2,4.2,45.4%,0.8%,230,"5,927"
