,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.97,14.3,14.9,8.6,50.9%,3.2%,205,"91,658"
1,Phoenix,1.12,17.2,15.3,4.5,50.7%,2.7%,240,"76,059"
2,Gekko,0.93,14,15,5.2,50.6%,5.0%,192,"142,431"
3,Reyna,1.16,18,15.5,4.4,50.4%,12.0%,248,"340,397"
4,Sage,0.92,13.7,14.8,6.9,50.3%,5.5%,190,"157,346"
5,Deadlock,1,14.9,14.9,4.2,50.2%,1.7%,203,"48,348"
6,Chamber,1.12,16.6,14.8,3.1,50.1%,6.0%,225,"170,024"
7,Astra,1.04,15.3,14.7,6.1,50.1%,1.8%,208,"51,249"
8,Fade,0.95,14.2,14.9,6.5,50.0%,2.3%,197,"64,967"
9,Raze,1.05,16.7,15.9,4.5,49.9%,8.8%,239,"250,048"
10,Jett,1.1,17.5,15.8,3.5,49.7%,9.6%,241,"271,983"
11,Killjoy,1.01,14.4,14.3,3.4,49.6%,4.9%,200,"139,545"
12,Cypher,1.01,14.6,14.4,4.7,49.6%,4.7%,199,"133,701"
13,Omen,0.99,14.9,15,6.6,49.5%,12.2%,204,"345,693"
14,Viper,1.01,14.8,14.7,5.5,49.5%,1.3%,207,"37,934"
15,Skye,0.94,14.2,15,7.6,49.4%,5.3%,197,"149,740"
16,Breach,0.94,14.4,15.3,6.7,48.9%,4.2%,200,"120,622"
17,Sova,0.98,14.6,14.8,5.4,48.7%,1.8%,205,"50,918"
18,Yoru,1.03,16,15.6,4.3,47.7%,1.5%,222,"41,934"
19,Neon,0.98,16,16.3,4.3,47.4%,1.5%,226,"43,139"
20,Harbor,0.93,14.2,15.2,6.2,46.9%,0.7%,196,"21,118"
21,Iso,1.03,16.5,16,4.2,46.6%,1.7%,232,"47,275"
22,KAY/O,0.91,14.1,15.5,9.1,45.1%,1.5%,202,"43,011"
