,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,KAY/O,2.33,35,15,9,100.0%,0.0%,446,1
1,Sage,0.83,12.9,15.6,6.8,80.0%,0.0%,171,10
2,Sova,1.12,16.2,14.5,6.1,58.3%,1.1%,220,309
3,Phoenix,1.13,17.2,15.3,5.1,58.1%,1.0%,239,277
4,Yoru,1.08,17.4,16.1,5.1,54.8%,1.5%,232,425
5,Astra,1.11,16.2,14.6,7.4,54.6%,1.2%,212,361
6,Fade,1.06,15.8,14.9,7.7,53.5%,3.6%,209,"1,061"
7,Cypher,1.07,16.1,15,4.7,52.9%,2.2%,208,631
8,Reyna,1.16,18.4,15.8,4.6,51.3%,8.0%,246,"2,325"
9,Skye,0.99,15.1,15.2,8.7,51.1%,6.1%,201,"1,782"
10,Breach,1.01,15.1,15,8.4,50.9%,1.9%,201,568
11,Iso,1.15,18.9,16.5,4.6,50.8%,0.5%,248,132
12,Viper,1.14,17.4,15.2,5.9,50.7%,2.6%,232,768
13,Deadlock,1.16,17,14.7,4.2,50.6%,1.9%,220,567
14,Raze,1.07,17.6,16.4,4.1,50.3%,16.2%,243,"4,712"
15,Killjoy,1.09,15.9,14.5,2.9,50.3%,9.9%,212,"2,875"
16,Brimstone,1.21,18,14.9,9.5,50.0%,0.0%,230,8
17,Jett,1.12,18.3,16.3,3.2,49.7%,13.4%,245,"3,897"
18,Omen,1.02,15.5,15.2,8,49.5%,15.3%,206,"4,450"
19,Neon,0.93,16.2,17.3,4.8,49.5%,0.6%,214,182
20,Chamber,1.16,17.4,15,2.7,49.4%,5.7%,229,"1,671"
21,Gekko,0.99,14.8,15,5.6,49.1%,7.3%,195,"2,136"
22,Harbor,0.85,12.4,14.6,4.3,42.9%,0.0%,181,7
