,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.97,14.5,14.9,9.5,51.5%,2.2%,205,"34,667"
1,Phoenix,1.11,17.2,15.6,4.6,51.2%,1.9%,238,"30,393"
2,Deadlock,1.02,15.3,14.9,4.2,50.5%,1.5%,204,"22,745"
3,Sage,0.94,14.1,15,6.9,50.5%,2.9%,194,"46,000"
4,Gekko,0.93,14,15,5.3,50.3%,5.8%,190,"90,963"
5,Reyna,1.13,17.7,15.7,4.3,50.1%,10.4%,241,"162,216"
6,Astra,1.03,15.2,14.8,6.7,49.5%,2.2%,205,"34,459"
7,Viper,1.03,15.4,14.9,5.8,49.4%,0.8%,211,"13,202"
8,Skye,0.95,14.3,15.1,7.8,49.3%,5.4%,196,"84,885"
9,Jett,1.08,17.4,16.1,3.4,49.3%,11.5%,237,"179,627"
10,Killjoy,1.02,14.9,14.5,3.3,49.3%,6.0%,202,"94,367"
11,Chamber,1.11,16.7,15,2.9,49.3%,6.9%,223,"108,406"
12,Fade,0.96,14.4,15,6.8,49.2%,2.2%,197,"34,910"
13,Raze,1.04,16.7,16.1,4.4,49.1%,10.3%,235,"160,651"
14,Omen,0.98,14.8,15.1,7.3,49.1%,13.8%,201,"215,662"
15,Sova,0.99,14.8,14.9,5.7,49.1%,1.2%,206,"18,471"
16,Cypher,1.01,14.8,14.6,4.6,49.1%,4.9%,198,"76,089"
17,Neon,0.97,16.1,16.6,4.4,48.5%,1.0%,223,"15,021"
18,Breach,0.93,14.3,15.4,7.4,48.2%,5.0%,196,"78,957"
19,Harbor,0.93,14.3,15.3,6.6,47.4%,0.6%,194,"8,756"
20,Yoru,1.02,16.3,15.9,4.4,47.3%,1.3%,222,"19,720"
21,Iso,1.02,16.6,16.2,4.2,45.9%,1.2%,229,"18,066"
22,KAY/O,0.92,14.3,15.6,9.7,44.4%,1.0%,203,"15,892"
