,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.11,17.2,15.6,4.6,51.1%,2.1%,237,"37,113"
1,Deadlock,1.02,15.2,15,4.2,50.7%,1.5%,204,"26,470"
2,Brimstone,0.96,14.4,15,9.2,50.6%,2.5%,203,"43,537"
3,Sage,0.93,14,15,6.9,50.1%,3.5%,192,"61,503"
4,Gekko,0.93,14,15.1,5.2,50.1%,5.6%,189,"99,258"
5,Reyna,1.13,17.7,15.7,4.3,49.9%,10.6%,242,"186,504"
6,Fade,0.96,14.3,15,6.7,49.7%,2.3%,197,"40,200"
7,Killjoy,1.02,14.7,14.5,3.3,49.5%,5.7%,200,"101,062"
8,Raze,1.04,16.6,16,4.4,49.3%,9.9%,236,"174,366"
9,Chamber,1.11,16.6,15,3,49.2%,6.9%,222,"121,603"
10,Jett,1.08,17.3,16,3.4,49.2%,11.0%,238,"193,435"
11,Cypher,1.01,14.7,14.6,4.6,49.2%,4.9%,198,"86,635"
12,Astra,1.03,15.2,14.7,6.5,49.2%,2.2%,205,"38,483"
13,Omen,0.98,14.8,15.1,7.1,49.1%,13.5%,201,"237,988"
14,Sova,0.99,14.6,14.8,5.6,49.1%,1.3%,205,"23,173"
15,Skye,0.94,14.2,15.1,7.8,48.9%,5.4%,195,"95,579"
16,Viper,1.02,15.1,14.8,5.6,48.9%,0.9%,208,"16,373"
17,Breach,0.93,14.3,15.3,7.2,48.8%,5.0%,196,"87,344"
18,Yoru,1.03,16.2,15.8,4.4,47.8%,1.3%,223,"22,363"
19,Neon,0.96,16,16.6,4.4,47.3%,1.0%,222,"18,451"
20,Harbor,0.93,14.1,15.2,6.5,46.8%,0.6%,194,"10,728"
21,Iso,1.01,16.4,16.2,4.2,45.1%,1.2%,227,"21,985"
22,KAY/O,0.91,14.2,15.6,9.6,44.7%,1.1%,202,"19,962"
