,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Killjoy,0.84,11.7,14,3.9,51.0%,3.7%,174,"26,346"
1,Cypher,0.86,12.1,14,4.7,50.2%,4.8%,175,"34,109"
2,Brimstone,0.83,12.2,14.6,6.3,50.1%,3.4%,181,"24,665"
3,Reyna,0.99,14.6,14.8,4.6,50.0%,10.7%,213,"76,496"
4,Deadlock,0.83,12,14.5,4.1,50.0%,2.1%,174,"14,946"
5,Raze,0.89,13.4,15,4.8,50.0%,6.2%,204,"44,430"
6,Sage,0.75,10.8,14.4,6.1,50.0%,12.2%,159,"86,969"
7,Breach,0.84,12.4,14.8,5.4,49.9%,1.6%,182,"11,220"
8,Skye,0.78,11.4,14.6,6.8,49.7%,5.1%,169,"36,759"
9,Gekko,0.77,11.3,14.8,4.9,49.6%,5.8%,166,"41,725"
10,Chamber,0.91,13.1,14.5,3.7,49.1%,2.5%,188,"17,854"
11,Omen,0.84,12.4,14.7,4.7,49.1%,8.1%,179,"57,962"
12,Fade,0.75,11.1,14.8,6.2,48.9%,3.4%,165,"23,965"
13,Viper,0.81,11.8,14.5,4.9,48.6%,2.8%,175,"19,924"
14,Sova,0.79,11.5,14.6,4.9,48.6%,3.7%,172,"26,610"
15,Jett,0.91,13.6,15,3.7,48.4%,5.0%,199,"35,573"
16,Phoenix,0.9,13.3,14.7,4.3,48.2%,4.2%,196,"30,252"
17,Harbor,0.76,11.3,14.9,5.3,48.2%,1.1%,168,"7,580"
18,KAY/O,0.75,11.3,15,8,47.8%,2.4%,171,"17,094"
19,Astra,0.88,12.4,14.1,4.6,47.6%,0.6%,181,"4,108"
20,Neon,0.84,12.9,15.3,4.1,47.2%,3.9%,190,"27,649"
21,Iso,0.85,12.9,15.3,4.2,46.8%,2.3%,193,"16,779"
22,Yoru,0.84,12.6,15,4.2,46.5%,4.5%,183,"32,262"
