,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,1,14.9,14.9,10.7,54.2%,0.7%,209,801
1,Phoenix,1.12,17.4,15.5,4.6,53.9%,1.0%,239,"1,194"
2,Sova,1.06,15.6,14.7,6.4,52.3%,0.7%,215,873
3,Sage,0.99,14.9,15,6.7,51.5%,0.6%,202,748
4,Cypher,1.05,15.3,14.5,4.5,51.5%,3.4%,203,"4,024"
5,Viper,1.08,16,14.9,5.9,51.4%,0.8%,217,954
6,Reyna,1.13,17.8,15.7,4.4,50.7%,9.7%,239,"11,443"
7,Jett,1.09,17.6,16.1,3.1,50.6%,14.4%,238,"16,914"
8,Deadlock,1.05,15.7,15,4.5,50.6%,1.2%,208,"1,434"
9,Skye,0.95,14.3,15.1,8.4,50.5%,5.8%,195,"6,821"
10,Killjoy,1.05,15.3,14.5,3,50.3%,9.4%,206,"10,984"
11,Chamber,1.13,17,15.1,2.6,50.1%,5.8%,224,"6,842"
12,Astra,1.06,15.7,14.8,7.2,50.0%,1.6%,208,"1,845"
13,Yoru,1.02,16.1,15.8,4.5,49.9%,1.2%,220,"1,380"
14,Gekko,0.95,14.2,15,5.3,49.8%,6.7%,190,"7,834"
15,Breach,0.94,14.3,15.2,8.3,49.6%,4.2%,194,"4,878"
16,Fade,0.99,14.7,14.8,7.3,49.6%,2.4%,199,"2,832"
17,Omen,0.99,15,15.1,8,49.6%,15.9%,201,"18,644"
18,Raze,1.04,16.8,16.1,4.1,49.1%,12.9%,235,"15,124"
19,Harbor,0.99,14.9,15,7.2,48.7%,0.2%,200,193
20,Iso,1.04,16.8,16.1,4.3,47.8%,0.6%,231,651
21,Neon,0.95,16,16.9,4.6,47.6%,0.6%,220,696
22,KAY/O,0.93,14.5,15.7,11.4,43.1%,0.3%,206,353
