,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.11,17,15.3,4.5,50.7%,2.8%,238,"88,448"
1,Brimstone,0.96,14.3,14.9,8.4,50.5%,3.4%,205,"107,856"
2,Reyna,1.16,17.9,15.4,4.4,50.5%,11.9%,248,"383,256"
3,Gekko,0.92,13.8,15,5.1,50.2%,4.9%,191,"158,210"
4,Sage,0.91,13.5,14.8,6.9,50.2%,6.1%,189,"195,389"
5,Fade,0.94,14,15,6.5,50.1%,2.3%,195,"74,439"
6,Deadlock,0.99,14.8,14.8,4.2,50.0%,1.7%,201,"55,992"
7,Chamber,1.11,16.4,14.7,3.1,49.8%,5.7%,223,"183,085"
8,Jett,1.1,17.3,15.7,3.5,49.6%,9.1%,240,"290,485"
9,Raze,1.05,16.6,15.8,4.5,49.6%,8.6%,238,"275,111"
10,Astra,1.04,15.1,14.6,5.9,49.5%,1.7%,207,"54,665"
11,Killjoy,1,14.3,14.3,3.5,49.5%,4.8%,199,"155,465"
12,Cypher,1,14.5,14.4,4.7,49.3%,4.8%,198,"152,726"
13,Omen,0.98,14.7,15,6.4,49.1%,12.0%,203,"384,356"
14,Viper,0.99,14.7,14.8,5.5,49.1%,1.5%,206,"46,848"
15,Skye,0.93,14,15,7.5,49.1%,5.4%,196,"172,754"
16,Breach,0.94,14.3,15.3,6.6,49.0%,4.1%,200,"131,039"
17,Sova,0.97,14.4,14.8,5.4,48.8%,1.9%,204,"61,600"
18,Neon,0.98,16,16.3,4.3,47.7%,1.6%,225,"52,825"
19,Harbor,0.93,14.1,15.2,6.1,47.2%,0.8%,195,"25,164"
20,Yoru,1.02,15.8,15.6,4.3,47.2%,1.5%,220,"49,199"
21,Iso,1.02,16.4,16,4.2,46.6%,1.7%,231,"55,952"
22,KAY/O,0.9,14,15.6,9,45.2%,1.6%,201,"52,744"
