,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.98,14.3,14.6,7.6,51.0%,7.9%,204,"279,795"
1,Reyna,1.18,17.9,15.2,4.3,50.4%,12.3%,252,"431,657"
2,Phoenix,1.11,16.8,15.1,4.3,50.4%,3.3%,238,"117,470"
3,Gekko,0.92,13.7,14.9,4.9,50.1%,3.5%,191,"122,278"
4,Sage,0.9,13.2,14.7,6.5,50.0%,7.9%,187,"279,321"
5,Cypher,0.99,14,14.2,4.7,49.9%,8.5%,194,"298,294"
6,Deadlock,0.98,14.5,14.7,4.2,49.8%,1.6%,201,"56,480"
7,Raze,1.05,16.4,15.6,4.5,49.6%,8.5%,239,"297,646"
8,Killjoy,0.97,13.7,14.2,3.7,49.6%,3.4%,195,"119,892"
9,Skye,0.93,13.8,14.8,6.8,49.4%,6.5%,195,"229,547"
10,Jett,1.1,17,15.5,3.5,49.0%,6.9%,239,"242,224"
11,Fade,0.92,13.8,14.9,6.1,49.0%,2.2%,195,"77,630"
12,Viper,0.98,14.3,14.6,5.1,48.9%,2.2%,203,"78,986"
13,Sova,0.97,14.2,14.6,5.2,48.7%,2.9%,202,"102,163"
14,Chamber,1.09,15.8,14.5,3.2,48.6%,3.6%,217,"127,108"
15,Astra,1.03,14.9,14.5,5.5,48.5%,1.0%,207,"34,124"
16,Omen,0.98,14.7,15,5.6,48.4%,7.8%,206,"275,953"
17,Breach,0.93,14.2,15.3,5.6,47.7%,2.0%,202,"69,869"
18,Neon,1,15.9,15.9,4.1,47.5%,1.7%,226,"59,547"
19,Yoru,1.02,15.7,15.4,4.1,47.1%,2.3%,221,"79,788"
20,Iso,1.02,16.1,15.8,4.1,46.3%,1.8%,230,"61,946"
21,Harbor,0.9,13.6,15.1,5.5,45.7%,0.5%,192,"16,369"
22,KAY/O,0.89,13.7,15.3,8.1,45.3%,1.8%,199,"62,322"
