,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.93,13.8,14.9,6.7,50.9%,4.6%,190,"81,728"
1,Deadlock,1.02,15.1,14.9,4.3,50.8%,1.3%,204,"23,603"
2,Brimstone,0.98,14.5,14.9,8.5,50.7%,11.2%,204,"199,063"
3,Phoenix,1.11,17.2,15.5,4.3,50.2%,2.5%,238,"44,832"
4,Gekko,0.94,14.1,15,5,50.1%,2.5%,191,"44,282"
5,Sova,1,14.7,14.7,5.5,49.9%,3.1%,204,"55,446"
6,Reyna,1.14,17.8,15.6,4.1,49.9%,10.4%,243,"185,152"
7,Fade,0.96,14.4,15,6.4,49.8%,2.0%,197,"35,696"
8,Cypher,1,14.4,14.4,4.6,49.6%,10.1%,193,"179,636"
9,Raze,1.04,16.7,16.1,4.4,49.6%,11.5%,237,"203,761"
10,Viper,1.03,15.2,14.8,5.4,49.5%,1.4%,210,"25,731"
11,Skye,0.95,14.3,15.1,7,49.1%,8.9%,196,"159,087"
12,Jett,1.08,17.3,16,3.3,48.8%,9.6%,236,"170,831"
13,Chamber,1.09,16.2,14.9,2.9,48.4%,4.7%,217,"84,361"
14,Astra,1.02,15.1,14.8,6.4,48.2%,1.2%,204,"21,577"
15,Killjoy,0.96,14,14.5,3.3,47.8%,2.3%,192,"41,344"
16,Yoru,1.04,16.5,15.8,4.1,47.4%,1.9%,226,"33,194"
17,Omen,0.97,14.7,15.2,6.4,47.2%,6.0%,201,"105,910"
18,Breach,0.93,14.3,15.4,6.5,46.8%,1.6%,197,"28,045"
19,Neon,0.96,15.9,16.5,4.1,46.0%,0.6%,221,"11,051"
20,KAY/O,0.91,14.2,15.6,9,45.0%,1.3%,202,"22,587"
21,Iso,1.01,16.3,16.1,4,44.7%,1.0%,226,"17,435"
22,Harbor,0.91,14.1,15.5,6,44.4%,0.2%,191,"3,219"
