,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.99,14.8,14.9,6.6,52.3%,1.5%,200,"1,770"
1,Sova,1.05,15.4,14.6,5.7,52.1%,2.9%,209,"3,408"
2,Deadlock,1.07,16.2,15.2,4.4,51.9%,1.2%,211,"1,447"
3,Killjoy,1.05,15.1,14.4,2.9,51.7%,0.5%,200,605
4,Gekko,0.97,14.5,14.9,5,51.7%,2.3%,192,"2,758"
5,Reyna,1.14,17.9,15.7,4.1,51.0%,10.0%,241,"11,791"
6,Neon,0.95,15.6,16.4,4.1,50.8%,0.3%,217,297
7,Brimstone,0.99,14.8,14.9,9.6,50.2%,15.6%,206,"18,301"
8,Jett,1.1,17.6,16,3.1,50.2%,12.3%,238,"14,433"
9,Cypher,1.02,14.9,14.6,4.5,50.1%,12.9%,197,"15,117"
10,Yoru,1.06,17,16,4.3,50.0%,2.3%,228,"2,678"
11,Raze,1.05,17,16.3,4.2,50.0%,14.5%,238,"16,989"
12,Skye,0.97,14.4,14.9,7.2,49.4%,11.1%,194,"13,007"
13,Chamber,1.1,16.5,15,2.5,48.7%,4.3%,217,"5,062"
14,Fade,0.99,14.8,15,6.7,48.5%,1.7%,198,"2,038"
15,Phoenix,1.1,17.3,15.7,4.2,48.5%,1.4%,235,"1,591"
16,KAY/O,0.95,15,15.7,10.2,48.1%,0.3%,207,347
17,Breach,0.96,14.5,15.1,7.8,48.1%,0.6%,197,663
18,Iso,1.06,16.8,15.8,3.9,48.1%,0.4%,231,495
19,Omen,0.99,15.1,15.3,7.2,47.5%,1.9%,204,"2,257"
20,Astra,1.03,15,14.6,7,45.5%,0.7%,206,776
21,Viper,1.07,16.1,15.1,5.3,45.1%,1.5%,218,"1,721"
22,Harbor,0.88,15.1,17.1,5.4,25.0%,0.0%,201,8
