,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Neon,1.25,21.8,17.4,4.8,80.0%,0.0%,265,5
1,Astra,1.22,16,13.2,6.5,60.0%,0.4%,219,125
2,KAY/O,1.09,16.3,15,8.6,57.1%,0.0%,215,7
3,Deadlock,1.11,16.6,15,4.8,56.6%,2.1%,217,595
4,Harbor,0.89,12.2,13.8,6.9,55.6%,0.0%,169,9
5,Phoenix,1.07,16.4,15.4,4.4,53.2%,1.1%,228,308
6,Reyna,1.17,18.2,15.6,4.2,53.0%,8.7%,244,"2,517"
7,Cypher,1.07,15.6,14.6,4.5,52.5%,10.0%,205,"2,878"
8,Yoru,1.07,17,15.9,4.3,52.1%,3.1%,229,886
9,Jett,1.13,18.1,16.1,3,50.7%,11.0%,243,"3,154"
10,Fade,1.04,15.4,14.8,6.4,50.6%,2.2%,205,632
11,Viper,1.1,16.3,14.8,5.2,50.6%,4.2%,220,"1,223"
12,Sova,1.06,15.4,14.5,5.6,50.5%,2.3%,211,662
13,Brimstone,1.04,15.4,14.9,9.6,50.3%,16.1%,212,"4,648"
14,Raze,1.08,17.5,16.1,4,50.2%,17.7%,244,"5,108"
15,Breach,0.94,13,13.8,7.2,50.0%,0.1%,191,22
16,Omen,1,15.2,15.3,7.3,49.7%,0.7%,205,195
17,Gekko,0.98,14.8,15.1,5.3,49.5%,3.7%,194,"1,057"
18,Skye,0.99,14.7,14.9,7.2,49.3%,9.6%,196,"2,775"
19,Chamber,1.13,17,15.1,2.5,48.3%,6.4%,223,"1,838"
20,Sage,1.02,15.6,15.3,7.7,47.6%,0.1%,211,42
21,Iso,1.07,17.1,16,3.6,43.3%,0.4%,231,104
22,Killjoy,1.07,15,14,2,0.0%,0.0%,247,3
