,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Deadlock,1.03,15.3,14.9,4.4,51.8%,1.3%,205,"16,699"
1,Sage,0.95,14.1,14.9,6.7,51.2%,3.7%,193,"49,053"
2,Brimstone,0.98,14.6,14.9,8.8,51.0%,12.4%,204,"163,764"
3,Gekko,0.95,14.2,15,5.1,50.8%,2.3%,192,"30,477"
4,Phoenix,1.11,17.3,15.5,4.3,50.5%,2.2%,238,"29,371"
5,Reyna,1.14,17.8,15.6,4.1,50.2%,10.1%,242,"134,098"
6,Sova,1.01,14.8,14.7,5.6,49.7%,3.1%,205,"41,237"
7,Cypher,1.01,14.6,14.5,4.6,49.5%,10.9%,194,"144,043"
8,Raze,1.04,16.8,16.1,4.4,49.4%,12.2%,238,"161,003"
9,Skye,0.96,14.4,15.1,7.1,49.3%,9.8%,196,"128,997"
10,Viper,1.05,15.5,14.8,5.4,49.2%,1.3%,214,"16,977"
11,Fade,0.97,14.6,15.1,6.5,49.0%,1.9%,198,"24,762"
12,Astra,1.03,15.2,14.8,6.7,49.0%,1.2%,205,"15,301"
13,Jett,1.08,17.4,16,3.2,48.9%,10.5%,236,"138,815"
14,Yoru,1.05,16.6,15.9,4.2,48.2%,1.9%,227,"25,532"
15,Chamber,1.09,16.3,14.9,2.8,48.1%,4.7%,216,"62,226"
16,Killjoy,0.98,14.2,14.5,3.3,47.8%,1.8%,194,"23,970"
17,Breach,0.93,14.5,15.5,6.8,47.6%,1.3%,197,"17,283"
18,Omen,0.97,14.8,15.3,6.6,47.4%,5.0%,202,"65,867"
19,Neon,0.98,16.1,16.4,4.1,46.9%,0.5%,222,"6,555"
20,KAY/O,0.92,14.4,15.6,9.1,44.3%,1.0%,203,"13,283"
21,Harbor,0.91,14.1,15.5,6,44.2%,0.1%,191,"1,926"
22,Iso,1.02,16.5,16.2,3.9,44.2%,0.8%,228,"10,189"
