,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Deadlock,1.03,15.2,14.8,4.3,51.2%,1.3%,204,"20,539"
1,Sage,0.94,14,14.9,6.7,51.0%,4.1%,192,"65,178"
2,Phoenix,1.11,17.3,15.5,4.3,50.7%,2.3%,238,"37,053"
3,Brimstone,0.98,14.6,14.9,8.6,50.6%,11.8%,204,"185,323"
4,Gekko,0.94,14.2,15,5,50.2%,2.4%,191,"37,438"
5,Sova,1.01,14.8,14.7,5.5,49.8%,3.2%,205,"49,814"
6,Reyna,1.14,17.8,15.6,4.1,49.7%,10.2%,242,"160,701"
7,Raze,1.04,16.8,16.1,4.4,49.7%,11.9%,238,"186,951"
8,Cypher,1,14.5,14.5,4.6,49.7%,10.5%,194,"166,128"
9,Skye,0.96,14.4,15.1,7.1,49.5%,9.4%,196,"148,694"
10,Fade,0.97,14.5,15,6.4,49.5%,2.0%,198,"30,966"
11,Viper,1.03,15.2,14.8,5.4,49.4%,1.3%,210,"21,276"
12,Jett,1.08,17.3,16,3.3,48.9%,10.0%,236,"157,544"
13,Yoru,1.05,16.6,15.9,4.2,48.7%,1.9%,226,"30,213"
14,Chamber,1.09,16.2,14.9,2.8,48.4%,4.8%,217,"75,397"
15,Killjoy,0.97,14.1,14.5,3.3,48.2%,2.1%,193,"32,653"
16,Astra,1.02,15.1,14.8,6.5,47.3%,1.2%,205,"18,664"
17,Omen,0.97,14.8,15.2,6.5,47.3%,5.5%,202,"86,498"
18,Breach,0.93,14.4,15.5,6.7,47.2%,1.5%,197,"22,942"
19,Neon,0.97,16,16.4,4.2,46.6%,0.5%,222,"8,532"
20,KAY/O,0.92,14.4,15.6,9,45.1%,1.1%,203,"18,051"
21,Iso,1.01,16.3,16.1,3.9,45.0%,0.9%,227,"13,965"
22,Harbor,0.93,14.3,15.4,5.9,44.8%,0.2%,194,"2,693"
