,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Deadlock,1.02,15.2,14.8,4.3,51.1%,1.4%,204,"27,289"
1,Sage,0.93,13.8,14.8,6.7,50.7%,5.0%,191,"99,222"
2,Brimstone,0.98,14.6,14.8,8.4,50.7%,10.6%,205,"208,927"
3,Phoenix,1.12,17.3,15.5,4.3,50.7%,2.7%,240,"54,097"
4,Gekko,0.94,14.1,15,5,50.2%,2.6%,192,"51,781"
5,Cypher,1,14.4,14.4,4.6,50.2%,9.7%,194,"190,749"
6,Reyna,1.15,17.9,15.6,4.1,50.0%,10.9%,245,"214,446"
7,Skye,0.96,14.4,15,7,49.5%,8.4%,197,"165,341"
8,Sova,1,14.7,14.7,5.4,49.5%,3.0%,205,"60,036"
9,Fade,0.96,14.4,15,6.3,49.4%,2.0%,198,"39,860"
10,Raze,1.05,16.8,16,4.4,49.2%,11.1%,239,"220,016"
11,Viper,1.03,15.1,14.7,5.3,49.0%,1.5%,210,"30,478"
12,Jett,1.09,17.4,15.9,3.3,48.9%,9.4%,238,"185,113"
13,Astra,1.03,15.1,14.8,6.3,48.7%,1.2%,205,"23,756"
14,Killjoy,0.97,14,14.4,3.4,48.5%,2.5%,193,"49,687"
15,Chamber,1.1,16.3,14.9,2.9,48.5%,4.7%,218,"92,577"
16,Yoru,1.05,16.5,15.7,4.1,48.1%,1.9%,227,"36,780"
17,Omen,0.98,14.8,15.2,6.3,47.6%,6.3%,203,"124,070"
18,Breach,0.94,14.5,15.5,6.3,46.7%,1.7%,199,"33,436"
19,Neon,0.97,15.9,16.4,4.1,46.0%,0.7%,222,"13,897"
20,Iso,1.02,16.4,16.1,4,45.6%,1.1%,228,"21,442"
21,KAY/O,0.92,14.3,15.5,8.8,45.0%,1.4%,203,"26,912"
22,Harbor,0.91,13.9,15.3,5.8,43.8%,0.2%,191,"3,930"
