,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.96,14.3,14.9,6.7,51.8%,2.9%,195,"20,165"
1,Deadlock,1.05,15.6,14.9,4.3,51.5%,1.2%,206,"8,823"
2,Phoenix,1.11,17.3,15.6,4.3,50.9%,2.0%,237,"14,144"
3,Reyna,1.14,17.8,15.7,4.1,50.4%,10.2%,241,"72,009"
4,Brimstone,0.99,14.8,14.9,9.1,50.4%,13.5%,206,"95,256"
5,Cypher,1.02,14.7,14.5,4.5,49.7%,11.6%,195,"82,110"
6,Fade,0.98,14.7,15,6.6,49.6%,1.8%,199,"12,823"
7,Sova,1.02,15,14.7,5.7,49.5%,3.0%,207,"21,557"
8,Skye,0.97,14.5,15,7.1,49.5%,10.3%,196,"72,735"
9,Gekko,0.95,14.3,15,5.1,49.2%,2.1%,192,"15,079"
10,Raze,1.04,16.9,16.2,4.3,49.2%,13.0%,238,"91,942"
11,Jett,1.09,17.5,16.1,3.2,48.9%,11.4%,237,"80,928"
12,Viper,1.07,15.9,14.9,5.4,48.8%,1.2%,218,"8,611"
13,Breach,0.95,14.6,15.3,7.2,48.5%,1.0%,199,"7,096"
14,Chamber,1.1,16.5,15,2.7,48.4%,4.6%,217,"32,786"
15,Yoru,1.05,16.8,16,4.2,47.9%,2.2%,228,"15,383"
16,Killjoy,1,14.5,14.6,3.2,47.8%,1.2%,196,"8,662"
17,Neon,0.98,16.2,16.5,4.2,47.4%,0.4%,223,"2,876"
18,Astra,1.03,15.3,14.8,6.9,47.0%,1.0%,206,"7,263"
19,Omen,0.98,15,15.2,6.8,46.7%,3.8%,204,"27,005"
20,Iso,1.03,16.8,16.3,4,44.9%,0.6%,229,"4,369"
21,KAY/O,0.94,14.6,15.6,9.5,44.0%,0.7%,206,"4,920"
22,Harbor,0.91,14,15.4,6.1,43.3%,0.1%,192,912
