,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Deadlock,1.01,14.9,14.8,4.2,50.9%,1.4%,202,"35,483"
1,Brimstone,0.97,14.4,14.8,8.1,50.8%,9.7%,203,"240,008"
2,Sage,0.91,13.5,14.8,6.7,50.6%,5.9%,188,"146,332"
3,Phoenix,1.11,17.1,15.4,4.3,50.4%,2.9%,238,"71,540"
4,Reyna,1.15,17.8,15.5,4.2,50.0%,11.3%,245,"278,711"
5,Sova,0.99,14.5,14.7,5.3,50.0%,3.0%,203,"73,994"
6,Gekko,0.93,13.9,15,4.9,49.9%,2.9%,190,"71,015"
7,Cypher,0.99,14.3,14.4,4.6,49.7%,9.2%,193,"227,689"
8,Raze,1.04,16.6,16,4.4,49.4%,10.3%,237,"256,110"
9,Fade,0.95,14.2,15,6.2,49.3%,2.1%,196,"51,532"
10,Skye,0.94,14.2,15,6.9,49.2%,7.7%,196,"190,205"
11,Viper,1,14.7,14.8,5.3,48.9%,1.7%,205,"43,281"
12,Jett,1.08,17.2,15.8,3.4,48.7%,8.7%,237,"215,145"
13,Killjoy,0.96,13.8,14.4,3.5,48.7%,2.9%,192,"70,900"
14,Chamber,1.08,16.1,14.8,3,48.5%,4.5%,216,"111,654"
15,Omen,0.97,14.7,15.2,6.1,47.9%,6.9%,202,"171,731"
16,Astra,1.01,14.9,14.7,6,47.7%,1.2%,203,"29,746"
17,Yoru,1.03,16.2,15.7,4.1,47.4%,1.9%,224,"47,159"
18,Breach,0.92,14.3,15.5,6.1,46.9%,1.9%,198,"46,458"
19,Iso,1.02,16.3,16,4,46.3%,1.3%,228,"31,266"
20,Neon,0.97,15.9,16.3,4.1,46.1%,0.9%,222,"22,620"
21,KAY/O,0.9,14,15.5,8.6,45.7%,1.5%,200,"36,836"
22,Harbor,0.91,13.8,15.2,5.6,44.8%,0.2%,191,"6,166"
