,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Sage,0.97,14.4,14.9,6.7,52.1%,2.5%,196,"10,804"
1,Deadlock,1.06,15.7,14.9,4.4,52.1%,1.3%,208,"5,604"
2,Phoenix,1.11,17.3,15.6,4.3,51.7%,1.8%,237,"7,725"
3,Brimstone,0.99,14.8,14.9,9.2,50.8%,14.1%,206,"60,303"
4,Reyna,1.14,17.8,15.6,4,50.3%,10.3%,240,"43,899"
5,Gekko,0.96,14.4,15,5.1,50.2%,2.1%,192,"8,778"
6,Sova,1.04,15.1,14.6,5.7,50.0%,3.0%,208,"12,896"
7,Cypher,1.02,14.8,14.5,4.5,50.0%,11.9%,196,"50,874"
8,Astra,1.03,15.3,14.8,7,50.0%,1.0%,206,"4,068"
9,Fade,0.99,14.9,15.1,6.6,49.8%,1.7%,201,"7,321"
10,Killjoy,1,14.5,14.5,3.1,49.7%,1.0%,196,"4,077"
11,Jett,1.09,17.5,16.1,3.1,49.6%,11.9%,237,"50,743"
12,Skye,0.96,14.5,15,7.2,49.5%,10.5%,196,"45,056"
13,Raze,1.05,17,16.2,4.3,49.2%,13.4%,239,"57,161"
14,Breach,0.94,14.5,15.4,7.4,48.8%,0.8%,196,"3,522"
15,Viper,1.08,16,14.8,5.2,48.7%,1.2%,219,"5,109"
16,Yoru,1.06,16.8,15.9,4.2,48.5%,2.2%,228,"9,569"
17,Neon,0.99,16.3,16.5,4.3,48.3%,0.4%,225,"1,583"
18,Chamber,1.09,16.3,15,2.6,47.7%,4.5%,216,"19,430"
19,Iso,1.04,16.7,16,3.8,46.9%,0.6%,229,"2,392"
20,Omen,0.98,15,15.3,6.9,46.3%,3.3%,203,"13,937"
21,Harbor,0.9,14.2,15.8,6.1,44.7%,0.1%,192,461
22,KAY/O,0.93,14.5,15.6,9.6,43.5%,0.6%,205,"2,539"
